¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(429.75, 15.02, 249.38) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 11.76789
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.16949
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.14016
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309179
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561973
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837247
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138076
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468126
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813512
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1657
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552904
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980475
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.389057
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.417638
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.448237
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.480894
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.515638
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.552503
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.591536
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.632773
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.676262
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.849156
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.42313
ô(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.884
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.87227
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.86286
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.85578
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.85102
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.84856
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.84842
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.85059
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310728
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563664
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839104
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140095
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470367
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820305
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173157
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561107
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989551
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.349466
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.319736
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.291999
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.266228
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.242396
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.220479
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.200455
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.182305
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.16601
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.59485
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.22189
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.91391
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3123
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565351
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840937
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142136
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472598
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827267
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180789
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569516
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998848
(429.33, 15.02, 249.36) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 9.374915
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01759
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65511
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.72486
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.69728
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.67191
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.64873
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.62772
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.60886
(429.33, 15.02, 249.36) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 14.01397
(429.33, 15.02, 249.36) (408.85, 7.58, 231.71) (2.09, 1.13, 2.18) Tools 14.12762
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.94629
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313841
¿(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567054
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842796
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144157
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474813
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834404
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188622
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578142
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008401
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503025
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05006
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65855
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3856
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67378
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 11.9812
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315398
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568734
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844624
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146166
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477023
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841617
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196653
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586984
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019361
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53833
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09265
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66218
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38974
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57506
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.01867
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316948
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570417
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84648
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148187
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479245
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844053
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204857
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596037
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051126
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573971
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13595
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70638
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39414
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47503
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.05872
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318494
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572119
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848295
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150196
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481455
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846506
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213266
Ö(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612793
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083238
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610029
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18001
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75566
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4027
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3738
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.10142
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320062
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573777
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850132
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15221
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483668
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848942
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221859
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641839
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115634
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646423
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2248
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80583
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45923
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27154
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.02474
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.05042
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.07876
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.10978
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.14352
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.18001
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.1468
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.70126
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.74433
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.79021
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.83892
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.89053
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.94509
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.00266
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321589
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575457
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851953
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154201
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485858
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85136
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24273
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671132
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148358
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683196
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27035
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85688
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51678
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25893
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.42489
ó(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.44707
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.47177
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.49901
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.52881
(429.33, 15.02, 249.36) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 12.56121
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.1949
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.18282
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.17313
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.18034
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.22434
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.27106
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.32055
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.37287
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323126
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577118
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853797
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156197
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488053
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853803
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263247
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700701
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181402
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720345
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31663
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90875
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57537
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.86315
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.87998
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.89918
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.92077
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.94477
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.97121
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.00011
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.24579
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.23365
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.22392
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.21658
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.21163
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.20907
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.20888
(429.33, 15.02, 249.36) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 12.21107
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324661
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57879
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855602
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158213
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490253
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853605
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258414
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730537
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214758
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757849
ç(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3637
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96154
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.35639
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.36852
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.38289
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.39954
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.41845
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.43967
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.4632
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.48907
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326196
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580471
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857431
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160194
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492448
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852902
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253489
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727416
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248417
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795714
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41152
(429.33, 15.02, 249.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01519
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.09314
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.06456
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.03827
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 11.01426
(429.33, 15.02, 249.36) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 10.99248
