¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘ (395.46, 14.59, 309.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925544
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.719209
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.637383
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.559221
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.512709
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.511729
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.511629
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.512408
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.514068
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.51661
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.520037
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.524352
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.577564
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.548043
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266145
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543287
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847492
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.92385
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.717638
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.693644
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.670799
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.874062
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.214624
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.202953
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.192344
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.182786
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.17427
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.984626
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.891631
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.80296
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.718351
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.63756
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.560365
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.486557
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.45829
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.459026
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.460631
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.463109
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.46646
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.470687
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.657655
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.627497
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.613451
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564003
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870265
• (395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.33987
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.799448
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.774921
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.751566
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.909885
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.155081
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.143506
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.132982
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.123497
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.115043
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.079
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.982657
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.890837
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.803259
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.719666
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.639822
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.563509
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.490528
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.420692
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.409293
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.411709
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.414988
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.419135
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.741575
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.710744
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.681218
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584786
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893162
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.897054
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.149081
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.860053
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.836159
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.962816
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.097856
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.086374
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.075933
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.066518
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.058125
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.163437
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.0783
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.98311
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.892361
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.805777
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.72311
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.644128
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.56862
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.496392
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.427261
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.36232
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.365531
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.369599
– (395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827942
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.798025
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.767816
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605749
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.128017
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.110007
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.093112
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.94928
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.924817
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.983113
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.04285
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.031461
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.021098
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.011753
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.003417
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.196871
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.178872
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.080078
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.985935
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.896154
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.810472
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.728643
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.650441
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.575664
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.504115
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.435622
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.37002
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.321997
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844073
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.889603
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.858673
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.85204
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.073908
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.056056
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.039308
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.023647
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.011013
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.002307
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.989976
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.978673
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.968388
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.95911
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.95083
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.230794
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.284727
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.182064
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.084286
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.991086
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.902179
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.817307
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.73623
˜ (395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.658733
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.584608
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.513672
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.445751
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.380685
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860299
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.985774
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.954081
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.923743
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.022129
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.966471
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.982802
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.101966
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.073177
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.045692
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.019478
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.994503
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.970739
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.948162
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.926743
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.265213
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.396248
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.289431
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.187755
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.090889
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.998528
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.9104
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.82625
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.745846
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.668972
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.59543
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.525038
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.457626
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876574
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117805
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.05435
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.023234
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.769995
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.619228
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.596963
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.205355
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.175747
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.147477
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.120513
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.094818
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.070362
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.047121
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.025064
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.300131
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.513855
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.402574
’ (395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.296707
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.195904
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.099843
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.008225
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.920785
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.837272
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.75746
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.681135
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.608105
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.538189
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892899
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135592
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.159824
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.127884
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.118339
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.717642
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.534766
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.514776
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.283647
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.254541
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.22677
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.200309
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.175117
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.151168
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.128434
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.335553
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.638014
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.521922
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.411547
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.306512
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.206471
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.111113
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.844548
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.84512
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.846638
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.771044
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.695196
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.622609
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909307
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153496
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420019
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.238067
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.206665
(395.02, 14.55, 309.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388429
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.671122
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.605687
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.397256
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.367266
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.33864
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.31135
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.285374
 (395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.260671
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.237215
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.371482
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.769246
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.647959
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.532722
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.423129
(395.02, 14.55, 309.13) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.31881
