¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(326.86, 7.07, 330.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84431
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729283
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037301
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408327
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817594
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26617
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71075
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18624
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74244
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37072
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05027
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83224
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85458
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09417
†(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65285
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.62116
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.1045
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707756
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939111
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188426
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457855
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749794
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067204
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413399
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705418
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024411
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398449
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806792
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2543
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69664
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17482
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74333
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37074
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05036
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86126
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89465
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14132
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48502
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71035
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.18728
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693389
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923667
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171803
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439835
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730301
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045952
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390238
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682309
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015873
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389106
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79658
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24312
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68346
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17655
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74524
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37192
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05165
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89174
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93635
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19455
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06093
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80202
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.26997
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67971
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908449
î(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155406
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422131
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711101
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025084
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367447
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665346
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007825
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380332
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787048
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23267
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67119
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1791
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74806
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37425
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06994
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92359
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97952
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25011
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87763
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8962
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.38208
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667901
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895529
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140715
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405431
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692206
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004535
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34502
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658441
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000314
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372199
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778128
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22287
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66782
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18254
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75186
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37768
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0992
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95687
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02431
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08836
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93956
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99296
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5318
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656281
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88307
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127276
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390954
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67639
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986433
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324227
ë(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650966
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993342
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364596
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769847
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21383
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67175
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18686
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75666
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38222
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12977
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99163
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0707
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68248
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00363
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.09233
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.68515
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644903
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870815
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114092
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376673
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66098
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969627
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308382
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63558
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978144
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350917
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757947
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20415
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6765
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19207
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76245
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39838
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16158
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02781
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11867
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56159
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06986
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19436
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84221
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6337
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858814
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101127
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362694
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645815
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953192
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293599
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620701
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962027
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33338
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738779
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19281
ß(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18865
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76273
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42497
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19462
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06544
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70289
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6105
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13829
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2991
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00307
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62273
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847003
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088402
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348978
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630945
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93703
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279034
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606352
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946451
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316406
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720287
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18587
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6623
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18017
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75333
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43499
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2088
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09661
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43551
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6612
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20896
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4066
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.16781
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611927
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835436
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075942
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335494
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616364
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922535
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264823
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592525
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931469
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300128
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702517
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17945
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65541
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17256
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74492
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.446
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22129
Õ(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77578
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.50249
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72158
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28189
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51691
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.33651
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601372
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824076
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063709
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322292
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602093
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909767
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250843
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579211
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917038
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.284451
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687565
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17362
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64932
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16587
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7551
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45805
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2349
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45853
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57126
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79322
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35714
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.62571
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591003
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812918
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051729
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309336
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588066
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897212
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237174
(326.78, 7.08, 330.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566432
