¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(414.09, 14.37, 246.86) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.856586
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.38292
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.39745
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.41405
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424596
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697514
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996068
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323945
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685674
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076645
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559609
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088921
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674418
Ò(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34269
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.67194
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.65588
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.63945
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.62765
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.61793
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.6103
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60475
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60127
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.59986
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60051
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60323
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60802
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.61489
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.44187
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42956
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42143
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.41748
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.4177
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416434
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688588
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986276
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313199
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673779
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073411
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532393
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044457
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623884
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28478
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74749
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.93149
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 10.91757
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.83974
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.94716
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.2862
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.93763
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.02473
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.74549
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.56694
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.57323
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.58373
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.59846
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.61742
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.64064
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.66813
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.69994
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.73608
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40824
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679624
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976461
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302397
²(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661831
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058212
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49319
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000235
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573709
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2273
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67742
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14597
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.21005
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.7907
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.88841
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.21456
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.84835
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.91043
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.594
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.22903
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399993
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670633
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966599
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291539
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649607
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039894
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460875
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956342
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523854
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17025
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60898
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07119
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.52091
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.742
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.83011
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.14353
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.75994
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.79742
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.44451
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.02211
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3917
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661566
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956677
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28062
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633097
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021613
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439343
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912681
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474336
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11364
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54215
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99821
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5628
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.84046
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.77227
µ(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.07312
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.67241
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.68569
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.29699
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.81845
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383357
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652513
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946724
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266934
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61665
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002791
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417917
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8803
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425163
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05745
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47682
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93078
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61005
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.19356
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.71488
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.00334
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.58576
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.57524
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.15145
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.61801
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375011
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643386
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935622
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252022
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600157
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983573
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396569
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85648
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376381
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00173
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41305
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97322
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65806
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47015
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.65797
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.93419
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.5
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.46608
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.00786
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.42076
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366619
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634212
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922073
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237102
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583709
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964416
¹(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375347
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832755
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34494
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946426
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40464
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01636
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70688
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53787
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.96675
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.86569
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.41512
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.3582
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.86621
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.22666
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358201
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622126
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908473
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222176
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56729
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945368
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354166
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809162
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318465
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892414
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44361
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06016
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75649
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60657
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.40063
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.79782
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.33113
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.2516
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.7265
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.03567
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348383
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609756
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894933
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207302
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550894
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926416
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333139
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785676
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292067
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869501
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48314
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10464
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80688
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67633
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39153
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.86299
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.98926
Ì(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.96028
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93432
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91135
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89135
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8743
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.86018
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84898
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84069
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8353
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8328
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8332
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33703
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59735
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881387
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192445
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534512
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907545
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312202
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762324
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265885
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846647
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50844
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14983
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86126
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67374
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27425
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16229
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90922
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.88042
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85462
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83179
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81192
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.79498
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78096
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76984
(413.80, 14.38, 246.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.76161
