¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ì (438.64, 13.87, 286.95) (422.71, 12.20, 307.19) (15.65, 9.44, 8.72) Truck 6.731505
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498918
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76807
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061534
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383098
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736948
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128055
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562603
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048102
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593932
å(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20483
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75758
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28612
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.79112
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.76451
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.74031
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.71849
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.69902
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.68189
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.66709
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.65459
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248255
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501818
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770863
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064603
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386461
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740659
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132201
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567214
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053243
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599756
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.217
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75433
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40623
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.72886
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.7024
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.67832
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.65661
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.63725
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.62021
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.60548
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.59305
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251464
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504422
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773707
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067672
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389856
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74439
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136329
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571821
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058396
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605557
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22519
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86345
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52938
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.66952
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.64319
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.61923
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.59764
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.57837
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.56142
¨ (438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.54676
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.53439
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254674
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507026
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776513
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070787
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393268
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748169
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140517
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576452
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063621
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611434
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23187
(438.64, 13.87, 286.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97517
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.64163
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.61303
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.58682
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.56298
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.54149
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.52232
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.50545
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.49086
(438.64, 13.87, 286.95) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 11.47855
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156886
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33957
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534744
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743662
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967768
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208802
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.197059
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.17917
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.162406
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.146751
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.132188
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.118702
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.10628
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.094908
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.084577
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.075275
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.066992
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.059722
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.053456
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.048189
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.054538
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.092978
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.133015
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.174703
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.218098
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.263263
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.310261
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.359159
× (438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155626
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338238
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533314
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74211
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96616
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206997
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.214709
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.193875
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.174211
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.155698
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.138314
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.122042
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.106865
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.092768
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.079736
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.067757
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.056817
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.046906
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.038014
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.030132
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.024123
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.033489
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.072552
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.113229
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.155578
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.199656
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.245527
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.293254
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154622
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337142
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532161
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740909
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964828
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205578
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.689698
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.279593
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.259578
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.240732
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.223034
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.206469
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.191016
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.176661
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.163388
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.151186
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.140041
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.129941
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.120879
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.112842
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.105825
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.102808
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.112089
Õ (438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.121143
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.126459
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.138558
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.183357
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.229974
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153876
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336397
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531343
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740028
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963894
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204573
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.619555
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.580323
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.348872
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.329678
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.311653
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.294776
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.279035
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.264408
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.250884
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.238448
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.227087
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.21679
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.207547
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.199349
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.192186
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.186053
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.186154
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.196809
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.208522
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.221309
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.230117
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.23876
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153415
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335863
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530803
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739436
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963265
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203921
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.552252
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.513709
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.476758
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.42278
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.581714
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 6.381802
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 6.362793
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.439065
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.425062
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.412183
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.400418
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.38975
Õ (438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.380171
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.362701
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.358103
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.354558
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.352059
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.348319
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.345111
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.34295
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.34183
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.329412
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153239
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335647
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530564
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739193
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963032
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203653
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.583845
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.561411
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.540235
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.521724
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.588444
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 6.496482
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 6.477094
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.53674
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.522454
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.509314
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.497306
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.486417
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.476636
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.304156
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.299596
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.296076
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.293593
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.292143
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.291725
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.292339
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.293985
(438.39, 13.89, 288.41) (422.80, 12.20, 307.19) (15.47, 9.44, 8.72) Truck 5.296665
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153287
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335759
(438.39, 13.89, 288.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530663
