¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
” (340.72, 7.24, 311.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00576
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.20977
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17972
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30655
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56234
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69641
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93429
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20861
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58176
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0043
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45096
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84052
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.058004
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.673598
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.38114
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.20271
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17214
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28739
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.53026
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64169
Œ(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88965
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30722
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49469
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90567
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35293
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71236
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.052431
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.667214
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37375
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.19406
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16264
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26575
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49639
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58654
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8441
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24454
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40672
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82084
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2563
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58696
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.045847
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.659663
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36502
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.18385
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15123
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24109
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46074
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.531
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.79765
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18159
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61997
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72282
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16106
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4653
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.038254
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.650964
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.35495
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.17208
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13793
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21474
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42336
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47509
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75034
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.1184
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.54136
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61436
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05943
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36077
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.029661
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.64112
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34357
â(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.15876
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12275
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1867
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38429
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41882
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7022
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.05499
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46329
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86279
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95144
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25853
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.019766
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.630136
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.33087
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.14392
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10186
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15702
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34355
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.36223
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.65324
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99138
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38577
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77349
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83815
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1586
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.008667
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.61803
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.31687
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.12756
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07643
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12572
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30119
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32077
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60351
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.92758
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30881
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.68731
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09539
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04026
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.996582
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.604802
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.30158
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10969
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04951
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09282
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25724
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28174
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.553
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86363
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23241
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.60222
ë(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99781
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.35213
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.983528
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.590475
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.28502
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.09035
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02114
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05836
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21175
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24144
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50177
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79953
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1566
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.5177
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.90159
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.24567
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.6026
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.969509
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.574821
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26721
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.06955
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99134
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02237
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16475
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19989
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44984
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.73532
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.08136
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43374
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.80673
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.1415
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.4948
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.957795
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.557681
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.24815
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.0473
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96014
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98489
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11629
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15713
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39707
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67101
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.00672
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35037
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71317
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.03959
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.38981
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.945215
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.539476
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.22788
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.02363
Ì(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92758
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94595
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06641
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11318
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.34191
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60662
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.93268
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2676
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.62073
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.93993
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.28759
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.931748
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.520215
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.2064
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.99857
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89367
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90549
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01516
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06807
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.28624
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54218
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85925
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18543
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.52964
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84249
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1881
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.917413
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.499921
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18336
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.97214
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85845
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86106
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96257
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02184
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23009
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47769
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78643
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.10386
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.4399
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.74723
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.09132
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.902214
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.481528
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.15876
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.94437
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82197
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81552
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9087
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97452
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17348
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41318
µ(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71424
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02292
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3515
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.65413
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.99719
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.05095
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.463233
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13302
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.91527
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78423
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76889
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85358
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92614
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11644
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34866
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64266
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.94261
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.26444
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56317
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90569
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46734
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.01993
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21885
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.88489
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74529
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72121
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79726
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87673
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05899
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28416
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57173
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.86294
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17871
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.47433
(340.92, 7.29, 311.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.81679
