¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (378.35, 14.93, 275.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480248
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207197
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776095
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.334
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95965
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6714
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48264
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41792
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37414
µ(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46046
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4437
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58479
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7633
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73662
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92213
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9484
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16294
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023266
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258347
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513863
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7925
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097494
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43269
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802727
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213167
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671024
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184793
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75171
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30483
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92671
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64819
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45607
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40059
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36309
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46899
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45335
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64785
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83805
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91095
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98761
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27928
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58247
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014064
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248373
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503005
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78065
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084456
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418327
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786847
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195514
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651295
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162589
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726138
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27618
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89444
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62555
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43013
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38722
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35308
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47909
µ(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46477
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71349
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98748
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04453
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05729
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52467
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004888
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238439
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492181
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76883
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071535
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404087
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7711
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177987
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631715
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140573
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699142
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24806
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86276
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60165
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40483
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37426
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3441
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4907
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47798
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78176
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14147
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18242
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26761
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77959
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99579
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228542
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481412
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75709
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058665
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38993
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755417
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160632
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612247
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118676
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670385
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22049
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83169
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57701
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38017
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36175
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33615
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50394
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53242
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85269
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30017
´(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30362
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68816
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986733
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218736
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470751
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74545
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045924
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375879
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739907
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143347
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592963
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096999
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641953
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19345
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80123
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55278
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35619
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34963
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32919
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51872
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61404
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92639
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49218
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37945
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12831
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977746
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20898
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460133
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733847
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033216
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361952
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724448
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126215
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573828
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07418
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613824
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16696
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7714
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.529
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33283
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33797
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33115
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53509
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69786
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06371
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66314
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54672
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.395
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968821
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19933
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449609
µ(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72239
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020626
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348083
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70917
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109221
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554821
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049494
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586077
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14096
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75102
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50562
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31014
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32668
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34421
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55303
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78386
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20851
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75603
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65586
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76492
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959953
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189691
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439175
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710952
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008136
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334349
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693972
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092328
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025132
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558627
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11549
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73105
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48267
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29312
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31588
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35813
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57199
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83392
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22098
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83584
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76913
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1491
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95116
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180147
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428789
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699622
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995715
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32069
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678888
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075613
º(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517314
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001024
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531525
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09056
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7114
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46009
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28429
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30548
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37291
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55361
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79276
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23533
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91844
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88655
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48484
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942382
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170657
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418477
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688383
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983419
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307146
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66398
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059036
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498786
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977212
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504752
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06613
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69213
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43797
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27579
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29552
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34423
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50335
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75322
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25169
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00391
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00829
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82063
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933729
(378.45, 14.84, 275.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161273
