¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(335.67, 7.11, 333.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491853
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244396
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638461
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073927
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675643
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08671
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06143
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21022
“(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58387
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25524
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33241
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98303
(335.51, 7.07, 332.56) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 22.52821
(335.51, 7.07, 332.56) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.47997
(335.51, 7.07, 332.56) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.49369
(335.51, 7.07, 332.56) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.51182
(335.51, 7.07, 332.56) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.53438
(335.51, 7.07, 332.56) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 22.56138
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022592
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199207
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387819
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589595
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805866
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038256
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288579
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569965
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897945
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257254
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652596
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089579
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775267
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06565
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03679
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18096
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54867
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.212
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27809
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91268
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026114
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202964
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391831
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593874
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81049
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043225
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293894
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581089
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910036
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270536
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667221
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112137
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956436
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04486
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01248
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15217
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51398
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16943
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22461
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84356
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029931
ƒ(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207035
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396136
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598487
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815426
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048501
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299592
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592543
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922562
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284264
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682347
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177759
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19525
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02439
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98854
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1238
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4798
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12755
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17204
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77559
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211375
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400799
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603436
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820744
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054209
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305738
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604346
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935493
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298404
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726323
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244595
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44406
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00425
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96496
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09584
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4462
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08633
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12034
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70884
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038354
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216023
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405743
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608723
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826379
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060295
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312274
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616503
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948782
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318682
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78681
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312725
„(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70339
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98436
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94174
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06834
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41311
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04576
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06949
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64327
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04297
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22093
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411012
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614363
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832428
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066777
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323824
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629074
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962478
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373661
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848398
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511465
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97389
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96479
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91886
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04128
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38056
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00595
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01953
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57885
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93963
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041971
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226158
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416569
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62032
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838801
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073622
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335678
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641962
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99898
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429599
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911077
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722236
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09545
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94505
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89635
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01464
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34857
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96675
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9705
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51566
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85515
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03397
ƒ(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22327
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42244
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626624
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845541
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080853
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347878
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657625
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050014
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486478
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974861
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940786
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07474
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91784
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87423
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98845
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31707
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92824
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92228
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45358
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77227
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026175
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214938
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417227
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633216
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85265
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088491
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36037
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704386
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101845
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544331
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039742
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16745
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05413
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89095
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84987
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96272
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28613
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89041
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87493
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39266
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69103
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018654
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2069
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408564
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62515
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858253
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096542
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388425
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751853
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154542
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603107
‡(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105827
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25484
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03354
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86441
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81879
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93739
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25574
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85321
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82847
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33295
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61138
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011374
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199105
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400223
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616202
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848587
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099366
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432021
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800022
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208031
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662924
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263813
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23715
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01308
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83824
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79379
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91251
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22593
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81672
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78288
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27433
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53334
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004298
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191535
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392144
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607516
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839272
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109816
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470818
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848941
(335.51, 7.07, 332.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262417
