¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(343.54, 7.75, 310.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4156
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10526
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13446
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1658
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20003
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23721
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27738
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32057
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36682
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41624
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46879
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5246
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58382
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64694
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71346
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78348
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85708
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514824
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859184
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243896
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626574
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898144
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202227
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679359
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15534
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63518
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21692
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92966
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42297
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96558
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07865
‡(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10955
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14341
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18019
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21993
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2627
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30855
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35766
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41041
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46637
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52559
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58816
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65415
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72361
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79665
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492876
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840158
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222931
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602034
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871925
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161131
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593647
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07105
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54244
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18936
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81898
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30337
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82982
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02582
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05641
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08989
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12627
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16587
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20884
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25491
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30405
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35634
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41183
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4706
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53268
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59816
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66713
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73962
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475488
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821043
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20179
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578106
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846334
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133764
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509423
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988465
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45166
ƒ(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16139
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71125
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18702
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70261
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97594
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00642
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04017
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07688
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11649
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15913
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2048
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25352
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30541
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3605
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41881
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48042
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54545
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6139
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68586
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457991
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801773
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180511
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554777
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821432
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107088
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42669
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907553
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36281
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.133
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60634
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07385
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58014
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91998
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95532
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99359
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03082
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07012
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11241
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15772
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20609
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25758
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31225
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37013
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43134
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4959
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56389
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63538
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440393
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782445
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159142
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532035
„(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797162
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081113
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385887
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828316
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31153
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10425
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12721
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96372
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46103
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78386
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89194
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92976
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97051
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01422
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06095
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11076
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16162
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21276
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26707
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32458
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38536
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44953
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51705
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58813
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422668
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762974
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13762
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509932
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773529
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055832
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358781
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749769
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28651
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07514
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82608
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85659
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60095
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83172
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86906
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90932
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95258
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9988
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0481
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10051
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15608
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21487
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27693
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34236
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40619
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47338
‡(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54401
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404881
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743432
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116049
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488409
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750553
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031246
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332441
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662667
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26116
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04564
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79367
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75238
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14153
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42465
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72298
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81143
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85126
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89404
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9398
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98862
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04054
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09554
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15381
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21531
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28014
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34841
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42014
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49543
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387226
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72375
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094335
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467435
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728194
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007336
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30681
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628813
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23549
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01583
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76137
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65094
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97905
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25472
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54505
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75686
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79627
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83862
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88394
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93228
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98366
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03824
†(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09596
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15693
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22121
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28892
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36005
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43473
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371424
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704008
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072556
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447048
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70647
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984104
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281909
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604949
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20954
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98569
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72923
(343.65, 7.77, 310.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55228
