¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
› (406.37, 7.18, 361.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40029
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.760416
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.991636
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.243787
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395387
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748452
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135115
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550344
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011646
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527533
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1082
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72706
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41591
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19395
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07824
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10376
Ø(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23071
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49337
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86209
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4368
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23968
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37261
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.852358
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.009884
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.179027
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.361069
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.557499
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.770038
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.002205
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.255307
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404885
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755791
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14327
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560905
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023413
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540739
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1231
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74822
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43989
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2138
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10112
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1304
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26901
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51377
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89118
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47651
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2924
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4087
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.859183
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.017197
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.186878
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.369522
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.566622
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.779914
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.013045
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.267125
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.544956
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763457
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151749
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571967
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035736
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554562
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13865
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77025
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45954
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23479
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12529
ì(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1586
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30931
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53639
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92293
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51957
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34933
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44945
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.866179
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.024693
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.194929
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.37819
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.57598
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.790072
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.024157
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.279242
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.55822
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.864538
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16061
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583486
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048582
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568943
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15489
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79322
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47894
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25694
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15084
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18836
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33294
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56129
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95748
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56596
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41038
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50135
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.873348
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.032375
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.203179
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.387073
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.58557
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.800548
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.035542
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.291658
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.571812
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.879481
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.21927
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595493
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061943
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583947
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17182
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81378
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49933
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28026
ù(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1777
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21965
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3562
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58847
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99476
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59887
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47038
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55901
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.880688
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.040241
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.21163
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.396173
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.595397
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.811275
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.047202
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.304377
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.585738
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.894793
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.236877
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.619073
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075829
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59951
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18942
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8327
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52076
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30473
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20591
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25232
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38141
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61792
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03486
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63083
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53418
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62154
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.8882
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.048293
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.220279
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.405488
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.605456
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.822253
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.059137
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.317397
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.599997
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.910475
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.25489
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.639102
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09027
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615687
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20694
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85248
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54319
 (406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33038
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23552
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26747
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40858
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64965
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06688
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66609
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57765
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68908
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.895883
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.056528
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.229129
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.41502
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.615752
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.833481
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.071346
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.330719
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.614589
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.926528
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.273316
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.65959
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.09086
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632487
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22049
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87321
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56669
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3572
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26646
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28417
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43772
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68373
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09943
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70466
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60611
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7602
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.903738
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.064949
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.238177
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.424769
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.626284
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.84496
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.08383
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.344345
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.629519
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.942953
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.292154
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.680546
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.114308
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.604415
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.40568
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89475
¢ (406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59116
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38523
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29882
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30239
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46885
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72015
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15098
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7465
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63844
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80899
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.911764
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.073555
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.247427
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.434734
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.637051
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.856693
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096592
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.358275
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.644784
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.959836
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.311406
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.701969
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.138285
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.633655
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.198398
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.844435
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6167
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41444
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32808
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32222
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49534
(406.01, 7.18, 361.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75891
