¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(336.96, 7.47, 334.06) (317.06, 1.79, 300.91) (1.35, 1.43, 1.40) Tools 23.49479
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095256
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388426
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685227
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997756
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338475
™(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734446
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061532
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415977
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833608
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51739
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26976
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17868
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49008
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60934
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64607
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02602
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37016
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6917
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68064
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463764
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643714
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837853
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047045
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266565
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502118
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776917
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090635
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392306
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69016
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003115
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.344317
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.739832
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074109
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.429588
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.836909
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49559
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.265
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16923
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46822
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55201
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73963
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98341
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32943
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46613
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54736
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95949
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461589
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641353
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835315
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044309
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264582
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499973
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77289
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.086208
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396636
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695621
£(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009046
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350785
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743062
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08766
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.444256
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.841187
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47459
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28144
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68944
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41447
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49538
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83641
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94431
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28222
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24917
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30995
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86523
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459579
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639163
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832961
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041772
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262846
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498096
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769039
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081978
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401418
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701367
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015553
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357879
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746902
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10219
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459987
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.849059
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45437
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2631
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62022
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33705
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43945
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80571
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90866
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22264
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9523
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08177
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77658
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457733
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637146
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830792
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039435
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261355
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496485
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.765368
£(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077945
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406652
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707055
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022636
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365603
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.751354
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.117708
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.476787
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.867309
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43493
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24051
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55325
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24896
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38426
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72379
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87649
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16678
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64083
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86247
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73676
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456052
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635301
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828808
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037296
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260111
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49514
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761874
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074108
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412339
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713232
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0303
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373958
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756417
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134219
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.494664
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886734
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41627
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21882
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48852
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15372
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32976
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64307
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84773
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11466
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34174
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65163
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58153
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.454538
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633627
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82701
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035358
£(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.259112
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494061
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758562
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070468
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.414073
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719905
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03854
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.382946
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762094
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.151731
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513629
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.90734
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39838
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19803
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42591
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06166
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27599
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56352
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82232
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0518
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19826
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44905
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34659
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.453187
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632126
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.825396
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.033619
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25836
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493247
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755427
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067026
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410273
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727072
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047365
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.39257
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770507
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170249
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.533689
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929141
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38126
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17814
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36544
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97272
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22291
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48514
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80674
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92278
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0812
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2544
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10709
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85105
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452003
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630796
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823967
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032079
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256881
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492699
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752471
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063779
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406692
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734737
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056771
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402834
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781745
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189784
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.554854
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.952147
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38822
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66071
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30704
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88683
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48234
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4079
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7947
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7989
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96942
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06797
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87698
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68366
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450983
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629639
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822722
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030738
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255433
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492418
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749695
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06073
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403328
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.742899
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066766
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.413736
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.793685
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210345
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.577133
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.97637
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41246
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5667
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2507
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80383
(336.85, 7.45, 333.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39142
