¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­ (417.60, 13.24, 328.03) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.832909
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510421
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861239
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22752
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57979
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9594
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19534
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42064
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65753
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90688
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16947
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51926
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03657
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60126
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21996
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840162
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124193
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371271
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635637
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91899
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223412
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551335
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905397
¶(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25583
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61018
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99209
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31259
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54304
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78539
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04059
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35402
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85557
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4023
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00044
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805738
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153784
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402838
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669348
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955123
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26226
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593111
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950535
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28507
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64161
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02594
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43389
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66969
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91781
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19565
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6823
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21211
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78569
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40437
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771399
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13217
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435036
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703772
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992051
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301918
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63588
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981785
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31534
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67406
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06091
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47915
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80081
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05493
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51614
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0247
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57095
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16789
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73719
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094506
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467895
µ(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738935
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029722
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342398
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679473
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01089
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34652
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70758
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09701
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51818
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93656
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35145
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83732
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36568
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94223
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34593
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703067
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056966
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44672
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774776
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068164
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383707
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723991
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04094
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3787
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7422
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13431
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56018
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18668
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65767
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16918
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72657
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.805
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2417
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669052
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019604
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.405442
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81133
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107384
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425895
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75521
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07189
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41194
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77787
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18362
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63342
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48518
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98075
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52012
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29796
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89671
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635177
»(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982373
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364331
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786543
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147367
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468942
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785053
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10378
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44615
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83329
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25285
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70855
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79985
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32217
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89173
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79022
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56589
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601397
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94529
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323469
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741211
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188173
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512848
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81572
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14352
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50661
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89881
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32377
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01099
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13206
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68332
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11942
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03808
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28872
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567753
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908371
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282771
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696118
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154827
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545836
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860315
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20126
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56876
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96595
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39649
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35415
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48321
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50605
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34712
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55691
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56675
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534283
·(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871619
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242284
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651312
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104967
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594496
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915277
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26033
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63242
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03473
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47099
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7162
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9431
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71604
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58288
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13127
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79402
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50093
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835071
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201983
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606752
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055399
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541162
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971509
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32079
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69754
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10514
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75387
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09865
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13735
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93312
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88861
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71024
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02551
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467771
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798679
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161968
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562469
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006187
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485423
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999624
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3826
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76422
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17727
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07765
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12375
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3312
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15763
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41472
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77879
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3561
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434724
¸(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762491
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122139
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518469
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957281
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430243
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93808
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44588
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83246
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25107
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31832
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10202
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34842
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38989
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69906
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9656
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58392
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401862
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726516
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082528
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474726
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908733
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375626
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877215
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43765
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90231
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49374
