¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(380.82, 7.46, 346.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76852
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75262
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42623
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08795
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95681
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67791
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81811
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57789
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48578
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663387
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871024
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163256
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469655
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764051
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087989
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431399
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807956
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210443
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697371
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298275
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910583
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30516
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73465
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34229
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05946
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8581
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64223
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77312
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51869
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472105
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648751
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853392
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143742
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462842
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756585
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079736
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422102
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79769
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172252
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62124
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287959
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89631
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28969
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7178
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16266
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03242
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76178
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60708
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72919
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46092
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86173
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458689
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634369
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835742
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124217
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444032
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749199
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071607
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413023
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787598
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134851
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.54551
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277803
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882964
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27524
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70212
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11504
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00682
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7212
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57243
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91378
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40457
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72211
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445523
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620257
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818089
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104687
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4223
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741927
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06362
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404076
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773242
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098281
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470243
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267741
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870615
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26183
“(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68754
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0692
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98264
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69423
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53115
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75154
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63941
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58618
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432598
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606447
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800411
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085126
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40058
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73475
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055646
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39536
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740382
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062495
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414309
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257813
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859232
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24951
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64925
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02508
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95984
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67834
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44283
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5942
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45814
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.56961
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.47247
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.44954
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.43077
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.41628
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.40592
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.47161
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419913
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592851
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782712
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065608
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378867
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727663
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047867
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386835
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708252
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027495
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376087
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247519
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848785
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23819
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60975
¥(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98264
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93847
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66464
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32589
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44163
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28237
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.39713
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.33842
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.32082
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.30726
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.29776
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.29225
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.33686
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407477
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579561
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765029
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04604
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357169
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703398
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040159
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378429
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676779
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993304
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338729
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156138
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839252
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22781
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57177
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94191
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91846
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65232
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20291
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29372
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11195
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.52544
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.44499
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.43184
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.42278
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.41783
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.41708
(380.81, 7.46, 346.40) (352.60, 1.21, 370.25) (0.81, 2.16, 0.81) Human 20.49089
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395265
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566514
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750114
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026536
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335476
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679188
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032599
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357438
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646045
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959878
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30221
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065613
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830748
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19375
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53535
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90279
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9002
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64145
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08225
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20235
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9646
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69635
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.383292
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5537
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73641
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006967
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313819
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655043
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025121
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329678
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615971
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92718
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266596
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975952
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823141
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16111
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5004
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86531
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89176
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63199
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96392
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14427
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8822
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60694
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371571
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541154
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722951
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987485
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292168
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630908
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009627
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302562
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586621
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895272
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231782
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887172
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815657
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12985
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46694
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82939
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88462
ı(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.624
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84775
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0889
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80315
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5218
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.360096
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528891
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709812
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968019
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270572
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606814
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982601
(380.81, 7.46, 346.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276075
