¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(413.97, 8.10, 362.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49287
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14822
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16856
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69655
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439457
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967411
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52592
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16021
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75475
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43444
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10996
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92352
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30723
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99603
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421888
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945509
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51535
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13968
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7288
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4053
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07183
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6982
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05272
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40348
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93552
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50417
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.119
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70262
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37588
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0339
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75646
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92256
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382771
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924946
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49232
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09815
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67814
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34621
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99613
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71425
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93378
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358757
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.913815
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47979
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07712
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65473
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31629
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95851
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72634
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94772
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334056
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902094
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46667
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05593
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63119
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28427
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92115
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44568
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308709
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889855
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45291
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0346
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60745
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25075
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91742
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46421
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282675
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875208
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43851
‚(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01309
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58357
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21741
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93831
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48536
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256049
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845469
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42351
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99143
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55952
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19868
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95878
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30117
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228801
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814903
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40791
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96965
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53533
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21521
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97884
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01003
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200953
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783506
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39172
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94775
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.511
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21175
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99843
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89017
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38024
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172517
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751321
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37492
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92571
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49623
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20713
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01755
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77392
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.258
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143539
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71836
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35759
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90356
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48482
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20132
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03622
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66109
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1395
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6449
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114008
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68462
†(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33828
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88189
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47309
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19438
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0544
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02246
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02457
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53201
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48453
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083948
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650191
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29887
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87109
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46105
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18627
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07213
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01445
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91323
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71677
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04643
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053388
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615049
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25865
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85998
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44864
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17706
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08935
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96297
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93097
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74909
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07985
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95118
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022326
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579243
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2177
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84857
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43591
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16668
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10607
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91149
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14516
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7846
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11655
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46318
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29815
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990837
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542757
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17354
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83686
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42285
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1552
†(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12229
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86004
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36442
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82326
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15653
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50458
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45135
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958848
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50565
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12751
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82487
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40946
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14258
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10944
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80859
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54457
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8652
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19988
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54942
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9078
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76173
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926454
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467937
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08092
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77182
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39576
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12885
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06294
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75717
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71073
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91032
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24653
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81907
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98426
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1557
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08301
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893626
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429652
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03384
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71786
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38178
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11402
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01596
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70584
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65233
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95872
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56912
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89929
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06516
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23801
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41811
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860384
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3908
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986342
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66341
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36748
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0981
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96858
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65453
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60144
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32884
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82276
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98324
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1506
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32497
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5066
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69574
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826816
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349594
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938383
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60849
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35286
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08114
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92075
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60331
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5548
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73748
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90977
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07177
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24065
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41662
(414.82, 8.20, 362.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59987
