¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í (373.39, 8.82, 336.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.55774
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728558
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956365
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204298
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475127
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770441
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090045
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442782
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834108
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270525
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76031
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313632
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943626
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57032
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13377
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14303
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30408
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31686
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30227
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19128
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35609
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.302483
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494875
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702927
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928537
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173996
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441956
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735599
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053245
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402097
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788879
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220016
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703467
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249224
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87009
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47531
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02822
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88771
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12882
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15459
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11677
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96542
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9898
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.280816
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.471496
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677605
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901056
†(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144064
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409281
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699751
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01695
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362067
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744416
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170341
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647607
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186033
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797976
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38289
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92563
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6429
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97671
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9587
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93741
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69174
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63698
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.259394
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448354
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652617
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873929
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11455
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377007
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664372
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980297
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322624
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700644
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121475
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592753
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123981
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727228
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29296
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82592
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41938
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85454
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76796
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76397
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42672
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29698
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90633
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238238
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425578
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627951
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847201
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085457
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345243
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629547
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941948
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283813
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657588
…(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073473
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538886
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063103
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657911
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22632
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72891
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31132
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57729
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58548
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59615
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19663
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96918
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45888
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217312
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403037
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.603609
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820818
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05675
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313884
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595198
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904173
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244957
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615245
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026293
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485951
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003321
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58989
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17939
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63467
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2064
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25685
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45413
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4338
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98182
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65302
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02952
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196693
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380816
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579583
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794748
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028429
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283019
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561411
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866977
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203867
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57359
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979905
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433983
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944693
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523226
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13306
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57187
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10449
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96818
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32666
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27669
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77328
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34795
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22716
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40335
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.7901
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.73228
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.69007
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.6573
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.176328
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358866
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555882
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769076
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000528
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252573
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52808
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830355
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163443
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532236
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934307
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38294
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887142
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457869
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05618
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52389
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0055
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72027
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20295
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12064
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.80582
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.65353
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.61908
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.59158
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.5682
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.54864
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.53279
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.52053
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.156213
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.337212
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532488
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743747
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972986
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222605
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495257
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794305
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123677
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488153
¤(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889523
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332789
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830684
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393771
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981027
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47748
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94833
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51363
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08284
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98321
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.66876
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.56884
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.54529
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.52841
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.51484
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.50457
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.49754
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.49379
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136362
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315827
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509419
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.718771
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945894
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193065
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462943
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758825
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084531
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444789
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845205
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283574
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77529
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33094
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907619
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43261
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89922
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41187
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93438
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.67886
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.57611
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.55776
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.54897
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.54369
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.54181
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.54349
(373.71, 8.84, 336.96) (372.14, 1.47, 362.45) (0.81, 2.16, 0.81) Human 12.54883
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.116757
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294743
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48665
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694152
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919171
–(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163912
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431136
(373.71, 8.84, 336.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72392
