¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(343.20, 7.15, 380.70) (303.33, 1.59, 381.39) (1.70, 3.00, 10.49) Fence 24.84393
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349271
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784863
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260624
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792847
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39211
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94334
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46208
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16015
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14308
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26442
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87808
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45342
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64482
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676107
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952665
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254591
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585526
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949648
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352224
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781291
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256637
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788378
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38708
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97355
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49533
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29395
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33587
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4175
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89813
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45827
†(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64999
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677926
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954663
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256776
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587887
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952282
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35998
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788998
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25265
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783936
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38208
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00458
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61194
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43087
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5293
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57122
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91754
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46143
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65424
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679698
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956592
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258922
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590234
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954865
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369399
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808765
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274548
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794291
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37796
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03638
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73388
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57109
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72318
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72552
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93619
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46397
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65752
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68145
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958507
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260976
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592511
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957383
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378771
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828684
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296665
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819079
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40589
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04499
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84715
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71464
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91717
„(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88023
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95412
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46572
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65987
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683185
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96038
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26304
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594736
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963839
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387976
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848684
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318975
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844027
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.434
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03405
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77638
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73026
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01632
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93186
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9713
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46685
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66133
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684839
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962164
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265014
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596916
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972006
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397081
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868856
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341398
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869186
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46233
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02353
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70634
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64824
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20261
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94491
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98776
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46723
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66184
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68644
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963948
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266945
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599053
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980085
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406055
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881937
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363998
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894493
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48543
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01357
‚(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63699
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5671
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39041
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95741
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00348
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46695
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66143
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688027
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96567
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268829
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603742
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987997
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414904
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891804
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386696
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919937
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47683
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0041
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58963
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48689
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57957
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96927
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00758
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4659
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66008
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689604
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967334
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270674
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610798
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995833
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423612
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901621
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409571
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945516
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46871
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99513
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57964
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40756
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76996
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96892
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0062
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46415
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6578
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69109
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969001
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272458
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617709
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003512
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432183
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911205
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43251
€(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971304
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46104
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98661
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57017
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3292
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96148
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96754
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00431
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46172
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65458
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692545
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97059
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274948
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624538
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011083
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440603
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920667
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455653
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978749
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45381
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97862
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56127
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25172
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15397
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96534
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00186
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4586
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65041
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693973
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972143
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28102
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631249
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018505
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448915
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92997
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471077
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972548
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.447
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97109
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55292
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20241
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23187
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9664
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99885
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45475
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64534
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69535
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97362
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287012
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637843
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025824
€(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457064
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939098
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48138
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961174
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42899
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94517
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51746
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15538
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24522
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98804
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9953
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4502
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63934
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696661
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975084
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287339
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631659
(343.45, 7.14, 380.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01181
