¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ (379.64, 14.23, 268.00) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.70046
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059592
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369508
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709421
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083852
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49827
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963241
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501354
İ(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11032
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80334
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5635
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44136
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.54742
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.52289
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.50089
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.48139
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.46438
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.44983
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.43775
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.42811
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.81197
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023516
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250428
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49644
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763963
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053562
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362885
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70215
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075849
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48936
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953195
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490005
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09743
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78889
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54693
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42215
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.60589
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.58124
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.55913
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.53953
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.52244
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.50782
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.49568
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.48598
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.58733
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019213
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245788
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491392
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758497
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047639
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356401
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695001
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067955
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480667
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943249
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478831
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08475
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77477
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53074
Ñ(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40334
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.6674
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.64262
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.62039
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.60069
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.58351
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.56882
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.5566
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.54686
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.37216
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634089
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241207
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486454
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753076
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041852
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350056
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688058
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060251
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47213
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93349
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467833
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07228
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76096
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51485
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38496
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.732
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.70708
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.68474
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.66494
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.64766
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.63289
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.6206
(379.91, 14.16, 267.27) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 12.6108
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.16596
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630584
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236712
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481562
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747755
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036167
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343845
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681227
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052766
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463802
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923909
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05997
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74732
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4994
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36699
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42172
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.30258
Ç(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.27861
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.25749
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.23921
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.22375
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.21109
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.20121
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.19412
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627144
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837749
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476745
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742531
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03064
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337796
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674566
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045404
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455652
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914444
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446387
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04791
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73349
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48427
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34952
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39987
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66093
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.48392
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.4625
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.44395
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.42827
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.41542
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.4054
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.3982
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623768
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834097
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062038
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737375
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02521
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331875
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6681
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038281
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447702
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905179
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43593
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03604
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71994
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46954
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33245
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3784
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63998
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.69813
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.67639
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.65757
É(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.64164
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.62861
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.61844
(379.91, 14.16, 267.27) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 14.61113
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620456
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830514
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058342
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732311
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019934
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326108
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661737
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031275
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439949
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896047
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42565
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02443
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70662
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45516
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31579
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35734
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.36674
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.31912
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.27443
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.23261
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.19361
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.1574
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.12394
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.51057
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617209
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827004
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054726
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301508
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014775
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320491
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65556
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024439
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432417
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887104
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41557
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01299
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69353
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44116
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29956
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33664
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.08551
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.06186
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.04084
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.02241
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.00657
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.9933
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.98258
¸(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.46708
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614029
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.823565
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051187
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.297657
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566394
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314962
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649567
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017798
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425041
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878284
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405689
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00174
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68071
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42754
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28379
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31638
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.10301
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.07933
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.05827
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.03982
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.02395
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.01066
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 12.99993
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.42462
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610913
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820196
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.047725
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293891
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562282
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309636
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643693
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011354
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417909
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869733
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395967
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99073
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66811
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4143
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26844
(379.91, 14.16, 267.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29651
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.12312
(379.91, 14.16, 267.27) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 13.09939
