¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(375.92, 11.10, 323.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529913
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92461
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74996
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39978
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00901
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66888
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43768
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85689
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.87897
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24905
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554055
³(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891734
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376633
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951786
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473668
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137254
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995973
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67731
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46076
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31091
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21181
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11114
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90478
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49455
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86908
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70088
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33605
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82845
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50041
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.95796
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215327
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512043
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845074
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323052
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889292
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452051
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144791
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984521
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66422
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44399
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.292
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17916
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07385
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79488
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13226
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48848
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86503
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01777
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09472
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98649
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44141
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19035
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47034
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79882
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269429
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826847
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429815
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157084
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9728
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65077
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42489
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26992
µ(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14692
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03703
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4669
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78855
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12789
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48625
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71314
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64117
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48893
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96832
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165613
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428927
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7529
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215798
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764445
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431081
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16825
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960765
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63701
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40559
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24761
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11512
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7691
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05727
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46217
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7858
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12729
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48802
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03703
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01465
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51496
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14115
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387846
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707376
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162199
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702137
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439519
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178286
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948458
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62296
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38615
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22508
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08375
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42343
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69637
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98336
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42786
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78683
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13072
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4941
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38308
¹(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08182
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116938
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347094
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66222
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108681
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640007
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447003
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187173
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935897
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60857
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36648
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20235
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84997
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09649
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35532
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62729
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91332
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38129
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7918
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13834
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56122
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60421
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092973
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319327
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617452
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055223
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596752
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451605
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194894
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923057
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59392
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34667
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17948
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58779
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78685
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0327
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29082
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56205
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84737
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3374
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80095
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15047
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04337
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.069272
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293677
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573098
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001832
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554196
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393244
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201435
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909968
¶(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57891
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32668
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14608
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52087
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59773
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7271
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97242
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23006
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50078
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78558
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29658
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81451
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16726
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.97046
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045821
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268393
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529153
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948585
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511083
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330984
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20681
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896647
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56365
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30657
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10278
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45672
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53266
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61202
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69486
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91582
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17313
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44357
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72812
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25909
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83267
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.189
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022673
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243341
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485609
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909029
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467441
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265116
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210979
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883054
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54811
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28626
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05962
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39541
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47041
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54881
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63069
¶(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71615
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.863
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12022
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3906
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68684
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22527
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81078
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999752
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218589
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455323
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871416
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423333
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19582
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213967
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869185
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5323
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2494
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01673
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33677
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41093
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48842
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56938
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65388
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74196
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83387
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07135
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34187
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65712
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19544
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78087
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977086
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194136
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430214
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833393
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378749
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123268
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215779
(376.50, 11.17, 323.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855086
