¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(417.18, 14.61, 315.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.34476
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911924
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437167
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03148
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6519
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3318
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96016
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68838
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51381
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29037
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13019
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92944
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40085
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90435
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44331
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02324
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820527
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094719
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393349
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719769
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078048
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479959
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937668
Æ(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463968
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06185
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74257
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45429
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11405
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86218
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71163
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49965
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27953
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09291
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57447
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08918
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64042
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2321
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830589
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105656
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405287
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732879
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092441
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503074
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963436
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490746
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09221
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77732
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55009
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27237
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04128
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90987
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68369
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43331
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26211
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7543
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2807
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84484
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45077
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840461
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116639
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417259
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745984
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110076
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526258
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989288
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517532
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12262
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81209
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.14302
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.09288
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.06887
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.04694
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.02705
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.00926
û(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.993438
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.979683
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.967955
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.958185
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.950396
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.962137
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.08744
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84784
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127637
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429283
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759158
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130989
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549438
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015201
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544256
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15297
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.145
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.02976
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.992413
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.967456
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.944569
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.923717
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.904891
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.888093
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.873263
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.860399
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.849509
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.840562
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.847356
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.914006
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855145
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138673
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441319
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772346
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151899
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572671
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041121
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570984
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18332
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.09536
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.99589
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.960552
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.935055
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.911615
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.890208
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.870831
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.853429
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.838037
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.824587
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.813134
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.803607
ô(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.80933
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.867751
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.03352
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862386
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1497
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453377
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790903
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172869
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595976
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067112
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597685
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21365
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.12443
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.01616
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.979244
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.953116
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.929036
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.907041
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.887026
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.869028
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.853051
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.839036
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.82696
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.816858
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.822745
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.88385
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.07009
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869583
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160799
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465466
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809866
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19384
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619256
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093146
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624342
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24394
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.31083
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.10383
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.05837
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.03114
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.00598
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.982942
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.961919
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.94297
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.926025
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.9111
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.898156
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.887156
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.894851
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 9.976228
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876681
É(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169875
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478917
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828859
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214808
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64255
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119198
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653439
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27417
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96395
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75488
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61849
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45161
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26411
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.26142
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.2232
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.19259
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.16643
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.14353
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.12372
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.10658
(416.79, 14.63, 315.05) (394.73, 8.56, 301.91) (0.81, 2.16, 0.81) Human 10.15051
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883771
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177587
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496177
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847831
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235785
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665892
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145281
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682805
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29944
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99232
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78764
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67284
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45785
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27113
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16446
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95226
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5872
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27831
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95694
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68985
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97879
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890772
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185268
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507527
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861727
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252686
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686317
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16992
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712173
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32425
µ(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02067
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82034
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72777
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46469
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27888
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20095
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90441
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53541
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22201
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9441
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.278
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13489
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897708
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192841
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515894
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870906
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262835
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697597
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182569
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726815
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34898
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04897
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.853
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78363
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50411
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31354
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22938
(416.79, 14.63, 315.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88819
