¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(442.89, 14.85, 257.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087839
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88978
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05772
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51303
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43856
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09276
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60825
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.87337
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.84037
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.81209
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.78851
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641201
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8559
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088099
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340402
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615865
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385312
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737706
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144075
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597311
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105864
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66171
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2794
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98816
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85184
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84293
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99617
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42929
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33264
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86242
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38774
«(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.86672
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.83373
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.80546
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.78189
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633094
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847121
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078701
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330162
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051556
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37019
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723068
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127836
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579126
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085374
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635596
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24973
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95785
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81648
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79672
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93532
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35162
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24276
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6372
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11634
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.86473
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.83174
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.80348
(442.60, 14.92, 257.22) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 23.77991
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625056
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83842
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06939
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748156
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037906
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3552
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708537
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111686
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561077
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065074
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609774
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22043
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92777
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78144
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75113
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87517
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27854
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15681
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43335
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84134
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61709
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829795
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471107
¬(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735744
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024386
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340395
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694105
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095667
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543139
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044902
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584268
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19147
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.898
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74676
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70614
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81575
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21449
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0717
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29438
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53328
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609196
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821249
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459873
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723518
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011084
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328617
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679788
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079742
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525395
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024569
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559018
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1629
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8685
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71241
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6618
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75705
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15601
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98744
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15835
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13823
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601373
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207021
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44874
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711483
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00047
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316997
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665576
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063936
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507749
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002403
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534108
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13467
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83924
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67835
¸(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61801
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70469
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09816
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90406
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02528
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75746
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974467
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196864
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437774
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701864
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990002
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30551
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65239
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048305
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490242
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980524
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509487
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10676
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81027
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64467
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57487
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6577
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04105
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82152
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89509
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2395
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965159
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186793
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429062
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692383
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97963
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294147
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639852
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032735
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472885
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958903
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485194
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07924
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78155
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61128
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53232
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61116
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98456
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73987
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70265
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80897
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47413
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955961
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178848
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420422
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682987
¸(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969388
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282872
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627472
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017311
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455702
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937584
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46121
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05209
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75315
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57824
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49037
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56519
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92875
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65907
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42861
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40262
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81677
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94869
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171004
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411897
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673714
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959236
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271776
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615247
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00205
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43864
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91648
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437505
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02526
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72501
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54553
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44905
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51975
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87362
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57914
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16412
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00788
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30751
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941479
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163223
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403471
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664525
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949218
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260769
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603152
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986892
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421714
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895667
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414137
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998799
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69714
¹(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51315
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40834
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47481
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81914
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49794
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97246
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53949
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82113
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934409
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155554
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395141
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655487
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939329
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249937
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591218
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971888
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404984
(442.60, 14.92, 257.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875149
