¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(341.35, 7.27, 379.64) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.31696
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.058867
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494858
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655384
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826786
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010069
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206517
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413947
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594611
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787096
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99254
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212282
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430019
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622002
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.89342
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.88815
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.88598
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.88691
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.89093
›(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.89806
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.380307
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.451149
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.525205
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.602722
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.681923
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758532
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.838658
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922492
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.010268
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18348
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.620119
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788544
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968593
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161462
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36848
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553791
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742824
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944457
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159932
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364062
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551254
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7972
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.10643
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.10112
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.09896
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.09993
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.10404
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.1113
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.419664
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.492009
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.567676
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.644351
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.718987
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.796978
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.878552
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963942
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.053377
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416431
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751858
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928791
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118245
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321441
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5151
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700849
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898841
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11036
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301602
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484265
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677846
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.15634
­(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.1479
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.14261
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.14047
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.14148
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.14564
(341.47, 7.25, 379.67) (308.66, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.15295
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.460182
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.534091
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.608485
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.681182
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.757134
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.836588
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.919691
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.006694
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097892
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.670472
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890505
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076665
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27627
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47839
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660993
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855577
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063272
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242422
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420812
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609714
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48826
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.52483
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.50667
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.49175
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.48008
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.47163
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.46639
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.46437
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.501928
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.574205
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.645097
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719103
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.796513
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.877428
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.96214
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050839
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.318718
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853561
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036627
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232784
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443377
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623125
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814446
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018571
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186371
­(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360718
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545199
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740763
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90491
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.3036
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.28577
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.27114
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.25972
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.25147
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.2464
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.24449
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.541451
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.610586
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.682783
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758221
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837087
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.919585
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005948
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.096405
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560894
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997954
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190803
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397735
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587072
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775334
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971814
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133196
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303703
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484058
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675079
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35502
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37474
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.09131
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.0738
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.05945
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.04826
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.0402
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03528
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.03349
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.577637
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.648071
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.721631
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.79852
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.878942
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.963047
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051143
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219264
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.82515
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15025
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353707
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552728
³(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738091
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924713
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082798
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249645
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426061
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612809
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04487
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57993
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.90789
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.88754
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.87033
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.85625
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.84527
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.8374
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.83262
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.83093
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.614867
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.686661
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.761667
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.840067
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922069
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00786
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.097774
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.449605
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11097
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311048
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51994
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702519
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880036
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03491
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198358
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371034
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55374
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747269
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23171
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02269
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.71191
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.69189
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.67497
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.66114
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.65038
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.64268
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.63804
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.63645
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.653227
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.72642
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.802892
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.882869
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.966534
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054117
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145874
·(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700113
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269698
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481059
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668529
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837628
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989499
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149659
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318835
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497703
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687047
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93244
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42698
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5049
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.5237
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.50399
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.48735
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.47375
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.46319
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.45566
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.45115
(341.47, 7.25, 379.67) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 15.44965
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.692688
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.767363
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.845361
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.926996
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012367
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.101792
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336576
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973491
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437419
(341.47, 7.25, 379.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635997
