¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(349.58, 6.99, 363.59) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.18332
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413239
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704158
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021576
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372056
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760952
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217599
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743026
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290753
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913755
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62854
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29483
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37385
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70757
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95053
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78214
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48771
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04086
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54767
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00376
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6673
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52826
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.141994
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412141
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700883
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01797
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368062
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759832
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226314
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743173
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290918
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913945
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62875
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27902
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35696
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69533
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91638
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6464
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39383
À(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93404
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45968
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78606
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33632
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09422
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.047
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14089
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409346
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697524
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014267
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363964
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767343
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.234788
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743184
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290934
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913961
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62182
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26297
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33958
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68264
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88398
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60757
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30335
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83106
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37562
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69892
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03752
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68722
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59401
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139686
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406209
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694084
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010475
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.359767
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77464
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24302
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743068
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2908
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913811
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61108
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24673
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32173
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6695
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85326
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57389
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21016
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73186
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28984
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61577
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95129
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36155
À(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16345
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2092
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138383
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402997
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69056
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006594
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364298
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781718
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25101
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742819
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290519
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913487
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60346
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23031
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30339
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65054
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82421
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54209
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12026
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63627
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18804
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53654
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86911
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2176
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75375
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72565
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13698
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399713
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686956
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002624
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370414
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788576
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257283
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742438
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290089
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911013
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59567
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41977
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28461
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62767
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79684
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55071
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10151
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54428
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09002
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46118
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79095
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13643
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50474
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29537
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42639
½(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134203
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396353
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68327
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001467
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376331
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79521
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256828
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741925
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.289507
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.89788
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58769
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41048
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26533
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60425
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77111
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58667
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09323
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45572
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99578
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38961
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71668
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05941
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52658
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88602
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88189
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25702
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131064
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392921
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679506
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006594
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382048
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801621
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256256
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741282
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.288776
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.884741
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57954
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40098
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24563
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58032
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74703
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62418
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0877
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44122
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90521
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32174
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64633
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05922
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5306
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84646
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45238
¾(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66789
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127858
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389419
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675664
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.011538
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387558
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807803
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255566
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.740508
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.287899
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.871603
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57121
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39128
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22545
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55582
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77381
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66326
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08479
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4382
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81821
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25755
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61627
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09101
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53826
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85435
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18485
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11314
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124588
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385846
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677471
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016297
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392865
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.813756
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254763
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.739601
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279357
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.858465
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56271
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38138
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34363
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53083
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81012
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70389
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08459
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43798
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80984
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19989
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64975
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12627
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54952
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86602
°(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19692
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63096
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121253
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382203
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681594
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020869
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397964
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819476
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253841
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738565
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267757
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.848175
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55404
(349.57, 7.00, 363.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37128
