¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(376.82, 8.43, 339.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449773
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471318
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963213
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551188
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17253
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94392
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16297
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51025
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16828
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25812
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9731
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64221
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.604099
‹(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.74988
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.906177
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.074149
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253639
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.431873
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623757
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830832
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055021
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298357
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574713
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907443
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248342
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626216
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047298
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465052
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892605
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473185
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13702
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79941
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11513
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45208
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09604
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16601
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85162
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.44371
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.37107
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 24.30359
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.597247
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.74257
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.898338
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.065706
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.245992
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427611
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61916
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825905
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049685
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292553
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568838
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901319
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247767
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625587
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046578
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459813
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823816
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395072
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04747
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67463
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.069
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39603
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02649
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07744
’(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73497
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 23.26505
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 23.19935
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 23.13851
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.590587
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.735408
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.890703
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.057473
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.237112
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42368
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614912
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821313
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044696
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287176
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563288
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895203
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247678
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625483
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046501
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455656
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770107
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319085
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960485
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5972
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02454
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34206
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95959
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99231
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62302
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 23.1648
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 22.76833
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 22.75273
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.584069
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.728467
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.883246
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049509
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228509
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420002
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611005
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817079
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040117
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282196
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558126
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889481
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248066
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625905
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046945
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452521
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766742
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245174
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87597
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52067
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98174
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29013
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89527
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91056
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51566
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 23.30467
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 22.86933
(377.39, 8.28, 339.28) (373.57, 0.69, 380.01) (1.64, 1.39, 4.05) Truck 22.85355
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.577768
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.721719
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.876012
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041718
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220145
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412762
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607387
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813174
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035905
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277664
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553256
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884089
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24891
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626887
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048029
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450428
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764481
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173234
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793846
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44509
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94057
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24022
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8335
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83214
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41281
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87223
(377.39, 8.28, 339.28) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.55101
(377.39, 8.28, 339.28) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.37909
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.571632
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.715164
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.868973
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034183
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212017
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403971
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.604108
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809652
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032098
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273467
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548766
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879085
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24602
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62834
‰(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049694
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449347
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763326
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103307
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71406
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37043
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90102
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1923
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77424
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75698
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31434
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73767
(377.39, 8.28, 339.28) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.23901
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.565707
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.708795
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.86218
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026845
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204152
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395482
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601141
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806452
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028628
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269748
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544563
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874462
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240871
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630379
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051942
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44931
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763275
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103351
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636524
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29666
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85446
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14633
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71745
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68501
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22016
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60919
(377.39, 8.28, 339.28) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.61616
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.559936
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.702611
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.855547
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019755
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196486
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387232
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59364
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803632
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025556
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266413
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540734
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870193
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236147
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632918
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054804
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450311
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764357
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104505
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561198
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9658
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80426
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10232
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66309
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61618
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13023
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48664
(377.39, 8.28, 339.28) (375.74, 0.69, 380.89) (1.64, 1.39, 4.05) Truck 24.59996
(377.39, 8.28, 339.28) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.58208
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.554318
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.696636
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.849125
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012884
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189104
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379246
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584987
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801105
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022847
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263463
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53722
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866332
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231816
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636019
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058251
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452353
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766541
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10686
(377.39, 8.28, 339.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487998
