¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472035
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.5311
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.51969
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.340283
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.331582
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.323946
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.317367
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.311838
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.307355
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.303913
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.31959
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.213566
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.173556
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.135372
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.098968
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.064304
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.031342
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.000044
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.970376
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.942306
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.915804
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.890842
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.867393
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.845434
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.880933
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.142263
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.62088
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.23558
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.21657
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.20076
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.18813
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.330847
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.32213
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.314475
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.307877
˜ (434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.302326
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.297821
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.294353
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.327797
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.134312
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.094921
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.05733
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.021497
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.987381
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.954945
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.924152
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.894969
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.867364
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.841308
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.816772
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.793732
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.807852
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.954201
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.203993
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.590338
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.97226
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.95157
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.93422
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.88626
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.322399
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.313667
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.305998
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.299382
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.293812
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.289286
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.285797
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.335995
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.058195
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.019393
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.982369
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.947081
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.913488
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.881554
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.851243
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.822522
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.795361
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.769729
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.7456
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.750253
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.892841
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.042986
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.268062
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.561877
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.7826
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.75996
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.74084
™ (434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.68965
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.314933
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.30619
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.298506
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.291876
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.28629
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.281744
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.278235
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.344179
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.985081
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.946842
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.910359
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.875591
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.842498
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.811043
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.781192
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.752913
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.726174
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.700947
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.766486
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.848589
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.981205
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.13535
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.334553
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.633915
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.67802
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.65314
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.63195
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.5771
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.308443
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.299688
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.291992
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.285348
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.279749
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.275188
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.271662
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.352349
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.945729
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.877146
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.84118
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.806907
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.774292
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.743295
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.713883
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.703296
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.733364
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.789994
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.871468
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.956293
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.073107
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.231468
‘ (434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.403557
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.708732
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.293118
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64497
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.62137
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60164
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.30292
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.294157
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.286451
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.279796
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.274184
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.269611
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.26607
(434.33, 14.39, 311.63) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 5.360501
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.229208
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.026509
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.920408
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.8451
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.820121
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.796641
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.795095
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.824893
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.856297
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.896772
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 6.981007
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.068722
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.168713
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.331522
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.503396
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 7.786432
(434.33, 14.39, 311.63) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 8.262658
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.75244
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.72599
(434.33, 14.39, 311.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.70365
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424626
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686372
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971793
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 7.02817
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.998324
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.970085
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.94342
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.918303
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.894706
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.872604
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.851975
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.832798
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.815053
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.798721
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.783787
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.770236
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.758054
Œ (434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.747228
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.737748
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.729605
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.72279
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.717298
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.713123
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.710259
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.708706
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.708461
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.709524
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.711895
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421519
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682981
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968054
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 7.029231
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.999381
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.971137
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.944468
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.919347
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.895746
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.873642
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.85301
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.833829
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.816082
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.799748
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.784811
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.771258
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.759074
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.748247
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.738766
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.730621
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.723806
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.718313
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.714137
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.711274
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.70972
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.709474
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.710538
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.712909
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418338
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679542
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964314
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 7.031661
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 7.001801
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.973547
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.94687
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.921739
(434.65, 14.32, 310.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 6.898132
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98175
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51081
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04957
é(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65912
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31181
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96073
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86854
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.82524
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.80061
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.77914
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.76079
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.74555
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.73341
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.72434
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.71835
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.71543
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.71557
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.71877
(434.65, 14.32, 310.54) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 15.68358
(434.65, 14.32, 310.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41517
