¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(353.03, 9.41, 316.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.66709
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21791
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.74774
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.82589
(353.59, 9.51, 316.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.77516
(353.59, 9.51, 316.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.98407
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.4544
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.41087
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.67685
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928845
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231545
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562806
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916873
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312028
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762026
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22263
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763378
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41152
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27232
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.59512
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.71827
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.60964
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.86504
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 22.79078
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.01934
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944471
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252455
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586064
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942462
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335718
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786993
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257819
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802948
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45757
²(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32408
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 18.72442
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.0317
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.98386
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.27584
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.33941
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.18839
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.37646
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962575
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273334
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609362
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968143
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364135
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811893
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293165
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842726
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50344
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36555
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.62242
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 19.91257
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 20.57894
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.65854
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.27223
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.83957
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.60482
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.74898
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981612
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294206
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632723
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993881
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392618
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836754
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328596
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882652
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.549
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40682
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15834
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.46219
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 21.61805
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 22.41336
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.64829
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.36746
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.04124
(353.59, 9.51, 316.69) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 24.13779
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000606
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315058
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656136
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01965
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421144
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866815
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364197
†(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92275
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59431
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44788
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21216
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78497
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.70694
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 23.65738
(353.59, 9.51, 316.69) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 24.62163
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019555
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335848
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679547
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045486
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449791
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899553
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399882
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962963
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63935
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4887
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21965
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79359
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038466
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356586
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703046
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07138
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478444
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93456
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00332
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68408
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5293
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22713
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80216
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057313
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377295
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72654
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097302
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507171
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969612
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476816
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04383
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72843
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56962
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23458
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81071
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076127
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397959
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750056
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12327
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535983
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004704
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516796
û(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0845
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77246
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60967
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24199
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81925
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094852
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41855
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773577
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14924
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564818
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03981
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556999
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12977
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80888
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64945
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50128
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82778
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.88498
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113526
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439069
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797162
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175264
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593664
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074979
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597328
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17526
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84274
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68887
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36887
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83627
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.89455
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132127
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459524
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819977
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201264
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623707
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110168
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637805
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22098
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87631
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72803
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2384
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84473
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.90409
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150661
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479877
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842492
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227304
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65507
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145347
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678461
‚(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26689
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90955
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76683
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10983
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44245
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.91359
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169113
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500172
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864898
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253325
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686445
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180516
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719274
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31295
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94244
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80525
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98321
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05721
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.92306
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187483
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520345
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887216
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279359
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717828
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215706
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760188
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35924
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97505
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84334
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85849
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96755
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44373
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205706
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540465
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909403
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305408
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749115
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250851
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801229
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40566
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01505
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.881
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77133
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82233
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26698
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223892
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560438
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931525
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331397
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780406
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285958
†(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842434
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44609
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0564
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91824
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76568
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67952
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95377
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51008
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243119
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580331
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953501
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357373
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811626
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321039
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883706
(353.59, 9.51, 316.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48312
