¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337177
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.865213
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.842856
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.821801
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.802023
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.783504
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.766222
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.75016
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.735304
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.721635
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.709143
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.697814
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.394959
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 7.712454
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 7.966157
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.047065
(424.35, 14.93, 246.42) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 10.96776
(424.35, 14.93, 246.42) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 23.06157
(424.35, 14.93, 246.42) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 22.60798
(424.35, 14.93, 246.42) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 24.47229
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.025958
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.996572
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.968629
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.942098
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.916951
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.89316
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.870699
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.849545
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.829675
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.811069
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.793708
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.777572
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.762646
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.748916
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.736365
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.724984
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.415506
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 7.729212
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 7.995703
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 9.085239
¡ (424.35, 14.93, 246.42) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.02141
(424.35, 14.93, 246.42) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 24.22119
(424.35, 14.93, 246.42) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 24.14957
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.055981
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.026451
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.998371
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.971711
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.946441
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.922534
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.899963
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.878706
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.858739
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.840043
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.822597
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.806383
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.791385
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.777588
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.764978
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.753541
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.436025
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 7.747562
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 8.025715
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.55807
(424.35, 14.93, 246.42) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.07604
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.087496
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.057814
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.029591
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.002795
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.977396
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.953367
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.930682
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.909316
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.889247
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.870456
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.852921
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.836626
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.821552
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.807685
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.795012
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.783517
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.456511
(424.35, 14.93, 246.42) (402.88, 7.70, 253.14) (1.94, 1.43, 1.94) Tools 7.767521
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 8.99861
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.599412
(424.35, 14.93, 246.42) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.13165
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.120535
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.090696
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.062322
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.035384
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.009849
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.985692
™ (424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.962886
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.941407
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.921232
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.902341
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.884715
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.868332
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.853179
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.83924
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.826499
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.814946
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.476955
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 8.947172
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 8.929632
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.641437
(424.35, 14.93, 246.42) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 11.32981
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.09453
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.09266
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.09366
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.14788
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.155142
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.125137
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.096605
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.069517
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.04384
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.01955
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.996618
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.975019
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.954734
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.93574
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.918014
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.901543
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.886306
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.872291
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.859481
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.847865
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.222261
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.01963
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.001911
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.68415
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.952
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.94129
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.933
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.92717
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.95052
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.08925
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.191351
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.161173
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.132478
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.105232
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.079408
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.054978
 (424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.031913
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.010191
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.989788
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.970684
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.952858
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.936292
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.920969
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.906873
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.893991
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.882309
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.119581
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.095065
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.07716
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.727555
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.91518
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.90209
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.89137
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.88308
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.90307
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.01457
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479598
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719236
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978677
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.285117
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.116595
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.092018
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.068815
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.046964
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.026439
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 6.00722
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.989288
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.972624
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.95721
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.943031
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.930072
(424.35, 14.93, 246.42) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 5.918322
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.021128
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.173583
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.155483
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.771661
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.9525
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.93688
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.92371
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.913
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 11.93459
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.06241
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478191
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717721
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977036
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.187429
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.15819
 (424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.130574
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.104548
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.080087
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.057165
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.035758
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.015845
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.997405
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.980417
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.964867
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.950738
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.938015
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.926689
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.560616
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.236994
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.816467
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.10222
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.08037
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.06131
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.04515
(424.35, 14.93, 246.42) (401.66, 8.17, 257.16) (0.81, 2.16, 0.81) Human 12.08122
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476895
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716312
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975513
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.093683
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.064802
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.037523
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.011816
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.987651
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.965009
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.943859
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.924184
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.905963
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.889178
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.87381
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.859845
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.847269
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.837259
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.587881
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.321808
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.86198
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.57975
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.56203
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.54852
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.53924
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.53415
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475646
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714974
(424.35, 14.93, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974047
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.003691
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.975156
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.948201
ˆ (424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.922799
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.898922
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.876544
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.855644
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.836199
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.818189
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.801597
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.786405
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.772597
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.760162
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.859651
(424.35, 14.93, 246.42) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.615513
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.410052
(424.35, 14.93, 246.42) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 9.908211
