¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46068
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.582251
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.602654
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.624479
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.647751
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.672492
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12093
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.715
˜ (393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.68441
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.65624
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.63048
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.60709
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82617
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.16305
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.14415
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.331375
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.343426
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.356764
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.371404
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.387361
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.404647
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.423284
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.443289
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.464683
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.569454
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10196
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.61772
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.58738
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.62642
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.66828
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.71273
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.86381
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.3441
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.39796
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.37048
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.34241
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.35431
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.171462
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.182131
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.194047
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.207223
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.221671
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.237403
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.254438
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.272792
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.292485
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38128
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.083
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.80977
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.84895
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.89071
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.93511
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 11.98219
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.03199
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.48227
(393.03, 14.69, 307.59) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 21.37588
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.020401
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.029818
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.040443
ÿ(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.052289
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.065366
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.079687
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.095267
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.112121
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.176526
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36469
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06402
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09093
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.12511
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.16955
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.21671
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.26663
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.31938
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.93528
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.906581
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.895234
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.905869
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.917698
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.930735
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.944989
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.960476
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.174898
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34809
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0451
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08003
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.41674
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.46409
(393.03, 14.69, 307.59) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 12.51425
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96222
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06956
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.977919
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.949018
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.921546
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.895469
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.870762
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.847395
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.825343
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.828933
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738664
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33151
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02616
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06825
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97656
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75211
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65745
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96281
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13316
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.022358
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.993248
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.965576
ã(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.939311
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.914424
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.890889
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.86868
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.847773
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728024
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31515
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00723
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05556
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96885
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.99877
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.96918
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.94224
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.93753
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.068648
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.03932
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.011441
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.98498
(393.03, 14.69, 307.59) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.959907
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237376
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679335
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168596
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716401
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30205
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98832
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04199
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96178
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.9944
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.01354
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.03528
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.05965
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566647
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841164
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141104
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47006
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832397
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233395
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67122
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159519
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704851
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28903
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96941
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02073
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95534
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.11931
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.13911
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.16153
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.18661
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564065
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838398
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138083
Í(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466754
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82873
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229301
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663072
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150401
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693355
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27607
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95054
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95514
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94956
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.24912
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.26961
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.29276
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.31858
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.35775
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561507
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835579
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134979
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463358
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824993
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224724
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65488
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141222
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681943
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26319
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93172
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88998
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9444
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.38406
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.40527
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.42918
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.4558
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.48516
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558887
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832691
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131853
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459898
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821183
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21954
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646669
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13204
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670565
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25037
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91288
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82528
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87478
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.5243
(393.03, 14.69, 307.59) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 13.54629
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3398
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30387
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556199
¹(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829786
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128658
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456386
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817315
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21442
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638386
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122757
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659245
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23761
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89413
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76107
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79536
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01922
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01444
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16138
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11981
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553496
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826817
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125407
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45283
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81338
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209284
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630075
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113506
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648022
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22496
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87135
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6973
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71641
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19052
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69083
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9875
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.94076
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550699
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823837
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122107
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449219
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80936
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204135
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624208
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104162
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636837
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21238
