¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(378.58, 14.65, 273.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883721
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.322797
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.309507
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.799717
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.799323
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.800645
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868725
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084221
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317412
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570558
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846172
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142782
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459829
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807896
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191744
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61981
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100183
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637286
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24383
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93417
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.293352
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.263631
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.235895
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.198962
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.186263
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.164318
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.144257
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.126055
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.109699
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.095173
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.08246
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.869617
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.86921
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 8.870531
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862553
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077545
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31019
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562672
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837602
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131702
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447724
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794606
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177047
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605875
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086388
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621745
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22623
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91404
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.237992
í(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.217602
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.199088
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.182436
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.167628
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.15465
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.143488
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.134131
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.126573
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.120803
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.116815
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.731223
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.722147
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.714787
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856486
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070974
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303078
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554959
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829184
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120877
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435839
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781527
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162597
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592154
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072903
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606578
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20905
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89443
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.316376
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.295798
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.277117
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.260311
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.245367
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.232267
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.221
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.211553
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.203919
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.198089
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.194057
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.514494
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.505882
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.498944
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850501
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064512
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296064
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547347
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820865
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110202
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424159
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7687
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148469
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578685
ï(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05969
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591733
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19223
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87523
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.397949
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.37718
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.358323
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.34136
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.32627
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.313045
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.301667
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.292127
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.284411
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.278521
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.27444
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.309843
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.301661
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.295111
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844593
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058136
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289174
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539866
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812726
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099755
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412723
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756134
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134567
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56543
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046813
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577232
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17583
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85652
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.482831
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.461862
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.442822
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.425692
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.410455
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.397097
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.385604
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.375963
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.368168
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.362209
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.125736
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.116347
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.108561
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.102366
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838815
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051876
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282407
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532496
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803978
ï(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089492
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401484
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743813
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120975
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552388
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03421
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563066
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15983
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83826
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.571149
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.549971
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.53074
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.513437
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.498046
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.484549
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.472937
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.463193
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.455313
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.449286
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.942154
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.933167
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.925745
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.919878
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833085
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045738
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275738
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525264
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794772
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079427
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3905
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731729
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107649
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539594
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021909
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549253
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1442
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.63111
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.663031
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.641635
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.622206
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.604723
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.58917
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.57553
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.563791
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.553942
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.545972
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.539873
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.768165
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.75955
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.752465
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.746903
ã(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.454034
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039694
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269177
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518125
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785756
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069592
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379718
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719882
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094576
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527023
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009924
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535789
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12894
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.41968
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.38593
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.736997
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.71736
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.69969
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.683968
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.670178
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.658309
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.648348
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.640285
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.63411
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.790085
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.787979
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.787395
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.788328
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449394
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649008
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262753
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511156
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776895
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059952
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369158
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708294
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081811
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514685
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998246
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522656
(378.67, 14.60, 272.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11407
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.43875
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.25138
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.15484
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.12627
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.09982
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.881392
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.875753
(378.67, 14.60, 272.91) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.872045
(378.67, 14.60, 272.91) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 17.64458
(378.67, 14.60, 272.91) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 17.62777
Ì(378.67, 14.60, 272.91) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 17.61442
(378.67, 14.60, 272.91) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 7.863469
