¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.247955
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.498496
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.473746
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.450648
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.428806
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.408204
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.388813
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.370607
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.353582
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.33771
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.322972
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.309364
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.296857
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.285449
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.275129
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.26588
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.257699
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.250578
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.244498
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.239469
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.243435
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.263851
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.304573
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.377739
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579406
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774407
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.715683
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.581575
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.515964
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.478436
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.453679
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.430294
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.408158
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.38726
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.367577
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.349093
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.331766
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.315597
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.300571
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.286654
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.273852
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.262141
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.251513
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.241957
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.233458
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.226011
ã(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.219613
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.21431
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.217958
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.236776
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.27371
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.337221
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583962
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779311
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.704044
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.575889
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.511466
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.474432
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.449373
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.425639
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.403171
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.381949
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.361939
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.343124
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.325479
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.308998
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.293653
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.279432
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.26631
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.254296
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.243358
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.233496
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.224689
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.216938
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.210234
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.204662
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.20821
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.226475
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.262143
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.322676
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588643
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784356
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.740037
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.592211
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.524298
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.485856
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.460313
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.436147
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.413255
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.391606
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.371191
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.351973
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.333941
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.317074
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.30135
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.286754
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.273275
Ú(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.260902
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.249604
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.239392
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.23024
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.22216
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.215107
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.209247
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.212848
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.231366
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.267632
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.329545
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593472
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789561
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001091
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.636036
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.557001
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.514498
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.4881
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.463328
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.439841
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.417627
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.396643
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.376892
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.358329
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.340953
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.324732
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.309652
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.295701
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.28286
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.271121
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.260451
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.25088
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.242366
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.234905
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.228642
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.232477
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.252181
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.291179
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.359792
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5984
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794847
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006814
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.739644
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.618779
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.56615
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.537665
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.511947
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.487552
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.46446
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.442646
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.422066
Õ(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.402719
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.384567
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.367606
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.35182
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.337174
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.323659
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.311269
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.299965
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.289772
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.28066
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.272623
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.265794
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.270109
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.292516
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.338189
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.426559
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.603448
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800305
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012717
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242501
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.763976
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.660876
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.623988
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.596349
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.570153
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.545332
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.521856
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.499703
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.478849
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.459253
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.440901
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.423784
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.407852
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.393118
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.379544
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.367114
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.355817
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.345658
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.336599
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.32875
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.334197
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.363352
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.429103
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88195
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608652
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805891
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018714
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249049
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499002
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771151
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068508
Ÿ(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394705
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754041
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14228
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55304
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.71063
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.669992
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.637589
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.609384
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.584197
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.561382
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.540606
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.521677
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.504447
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.488769
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.474627
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.461879
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.450495
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.46133
(407.79, 7.09, 362.16) (390.66, 1.14, 353.53) (0.81, 2.16, 0.81) Human 5.541579
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17176
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31984
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613928
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811621
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024898
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255712
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506247
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779036
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077181
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404245
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764536
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155037
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567162
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025026
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5399
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12752
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7721
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5067
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29103
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07887
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97886
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05811
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24871
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5357
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66648
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95502
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33019
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47254
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62091
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77558
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619385
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817437
ˆ(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031209
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262556
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513676
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78715
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086009
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413941
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775292
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168163
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581705
