¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
² (371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.212348
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10892
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42292
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01048
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91801
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19781
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10775
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.830438
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.982049
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.14452
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.319017
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.510635
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.717878
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.942525
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.186914
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.457727
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.754709
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021688
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425883
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874796
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378645
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943536
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56975
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28248
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10085
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04998
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16361
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48835
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09019
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00234
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32072
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24496
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.833457
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985276
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.147978
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.323302
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.515393
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.723023
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.948102
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.193343
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.464756
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669242
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03637
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442134
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8929
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40613
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97108
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60097
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31814
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14194
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09783
û(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.94697
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.8801
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.86555
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.8539
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.84514
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.83945
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.8368
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.83727
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.84119
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.836653
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.988693
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.151639
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.327922
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.520374
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.728409
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.953943
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.200046
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337793
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682992
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051511
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458899
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917056
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434304
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999464
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6331
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35488
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18428
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.99446
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.81636
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.77066
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.75043
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.73275
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.7175
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.70481
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.69462
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.68692
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.68171
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.840027
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.992301
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.155505
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.332749
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.525578
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.734035
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.960045
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.207025
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353909
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697151
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067131
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478226
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942806
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463202
ï(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02865
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6662
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39266
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22788
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.95218
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.79504
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.75068
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.72709
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.70601
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.68746
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.67139
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.65777
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.64664
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.63796
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.843579
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.996098
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.159574
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.337782
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.531006
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.739904
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.966411
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043897
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370321
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711736
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083193
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501804
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969124
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491418
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05864
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7002
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43156
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27276
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25043
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.85714
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.80442
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.77668
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.75159
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.72914
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.70927
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.69195
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.67723
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.66497
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.847309
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.000086
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.163847
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.343023
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.536658
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.746016
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760365
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059159
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387151
Ê(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72675
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104078
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525959
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996111
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51882
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08949
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7352
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47156
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31898
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30437
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46419
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 12.00258
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.95881
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.92018
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.88611
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.85596
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.82951
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.80641
(371.70, 8.79, 336.03) (391.24, 1.25, 353.99) (0.81, 2.16, 0.81) Human 11.78656
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.851217
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.004265
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.168511
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.34847
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.542533
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.75237
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774236
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074773
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402018
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743513
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126337
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550701
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023696
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54694
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12117
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77113
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5127
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36648
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35988
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52992
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92796
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61368
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69547
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19782
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.855302
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.008633
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.173769
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.354125
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.548632
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507938
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786265
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090667
°(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416466
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76412
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149096
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57599
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051948
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575813
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15368
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80803
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55491
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41534
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41701
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59759
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00943
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69861
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83614
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33669
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.859566
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.013194
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.179218
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.359988
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263062
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519201
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798565
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104383
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434402
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785201
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172377
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601837
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080835
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605429
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18706
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84592
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59835
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46554
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47576
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66724
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09331
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78625
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94951
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48057
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.864007
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.017945
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.184859
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.366058
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273613
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530686
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811086
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118116
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449903
(371.70, 8.79, 336.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806672
