¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(434.25, 13.90, 290.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0606
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87522
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13506
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372126
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634923
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921686
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235902
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581491
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932736
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316716
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585118
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676985
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772535
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871981
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977235
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355334
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768638
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22222
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52054
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65675
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79867
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94659
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10079
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26165
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42949
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6047
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78772
¹(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03481
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32303
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371865
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634634
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921386
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235533
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580243
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928561
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312164
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620117
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712852
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809318
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909708
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205347
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603985
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00634
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28815
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60286
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74139
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88575
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03621
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19307
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35675
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52756
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70588
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94065
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.222
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51942
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371579
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634307
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921049
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23515
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576533
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924489
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307654
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656649
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750308
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847764
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061257
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446075
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781343
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04858
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35156
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68829
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82925
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9761
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12923
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28894
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45553
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62942
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85233
¸(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12714
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41753
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0118
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371256
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633955
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920652
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234744
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572892
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920475
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303256
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69479
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789417
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922643
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294382
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569023
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822804
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09244
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50289
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77692
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9204
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06994
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22587
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38847
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55815
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76945
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03815
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32187
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62181
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08018
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370908
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633567
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920236
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234261
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56932
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916558
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298923
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721855
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830196
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140538
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368347
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609716
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86582
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13799
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65942
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86884
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01499
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16731
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32613
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49183
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69176
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95471
º(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23218
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52531
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41705
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2959
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370487
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633142
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919761
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233727
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565839
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912737
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294699
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717172
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961315
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178504
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40834
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651952
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910442
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19605
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82137
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96419
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11309
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26833
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43023
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61903
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87652
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14806
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43483
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73801
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55331
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51754
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370081
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632655
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919253
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233184
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562399
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908985
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29055
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713312
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998702
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217832
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449783
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695657
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956682
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34439
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91738
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06307
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21486
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37315
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55091
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80325
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06925
º(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35002
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64666
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94024
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75812
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73419
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369614
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632195
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918714
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232592
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5591
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905325
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286517
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712572
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037322
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258516
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492698
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740993
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0046
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49769
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01703
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16559
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32043
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48722
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73468
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99549
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27054
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55033
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79165
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07587
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97184
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96039
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369137
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631648
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918141
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231975
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555823
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901768
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283259
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711869
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077304
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300611
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537085
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787853
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05423
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65616
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12031
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27192
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42998
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67061
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92644
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19509
¶(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41803
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65186
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90659
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27102
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19491
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19661
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368597
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631076
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917521
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23128
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552646
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898273
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282693
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714584
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118616
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344111
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582995
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836359
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19546
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82008
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22741
(434.31, 13.81, 290.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3822
