¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(353.80, 7.03, 355.89) (345.45, 1.07, 372.91) (0.81, 2.16, 0.81) Human 5.260485
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986104
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380333
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82333
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32774
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.908559
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.578478
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35953
¯(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28166
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35661
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78873
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55083
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00662
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48106
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525678
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796738
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895252
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980716
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374292
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816516
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316887
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.89478
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562494
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34077
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25935
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32707
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76716
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5238
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21168
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55678
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516789
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792102
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893981
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975073
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367971
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809384
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308784
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.880588
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.546036
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32146
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2364
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29671
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74455
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48454
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42003
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5468
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508099
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787228
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89403
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969183
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361369
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801938
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300322
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.86857
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529107
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30161
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2128
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26555
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72094
°(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47489
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51171
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48051
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499618
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782158
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895401
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963046
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354493
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794183
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29151
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858474
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511718
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28123
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18858
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2336
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69631
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44738
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56796
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41665
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491354
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776884
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898095
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956666
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347344
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78612
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282352
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.847982
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49852
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26032
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16374
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20092
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67072
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41775
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50226
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35521
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483268
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771358
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902114
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950042
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339926
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777754
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.27285
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837098
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.485935
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23975
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13831
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21357
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64411
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3861
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41644
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27153
¦(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475398
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765635
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907462
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943181
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33224
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769089
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263008
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.82583
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472906
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22452
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11229
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1822
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61654
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35238
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33323
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18022
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467732
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759717
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914143
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943433
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324291
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760128
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252834
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814178
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.459439
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20879
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08941
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15016
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58806
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31669
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25252
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0917
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460271
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753581
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922165
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948265
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.316082
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750877
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242329
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.802154
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.44554
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19255
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0702
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11746
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55863
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27902
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1743
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00595
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452988
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747248
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931535
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954105
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307616
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741336
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.2315
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78976
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.43122
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17582
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05041
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09283
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5283
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23943
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09847
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27189
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445897
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740728
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942263
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96096
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.298896
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731512
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220348
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776999
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416481
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15867
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03106
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06994
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49177
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19792
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96218
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62856
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439058
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733981
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954357
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.968829
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289927
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.721409
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208884
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76388
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.401644
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14208
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01144
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04638
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4454
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13607
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82557
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40638
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43239
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727044
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967831
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977722
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280713
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711027
¢(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197107
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750895
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.387021
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12501
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99125
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02216
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39832
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09903
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76621
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28391
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425906
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719911
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982698
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987643
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271255
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700451
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185632
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737879
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.371991
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10746
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97053
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99729
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35055
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06176
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74921
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29129
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419642
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712608
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998972
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9986
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261759
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690149
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173945
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724513
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356565
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08947
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94926
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97179
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30212
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01664
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73807
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2981
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413562
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70508
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016998
(353.06, 7.07, 356.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010624
