¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945616
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685131
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846422
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187627
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83757
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27433
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4254
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42536
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42794
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.43314
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.063582
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.231814
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412714
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568409
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709908
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859981
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019359
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188885
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516235
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883237
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295552
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527481
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652321
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782938
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919624
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062839
¹(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206726
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34572
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49122
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643574
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80326
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970736
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72147
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14866
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35568
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35564
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.3582
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.36337
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045152
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212037
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391434
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544269
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684429
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833029
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990817
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158616
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429031
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785731
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185766
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46629
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588935
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717219
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851433
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992053
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139379
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29385
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452949
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60388
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762061
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92789
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182648
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02773
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.29475
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2947
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.29724
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30238
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027021
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192576
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370517
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.520756
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.6596
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806787
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963073
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129154
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344278
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69102
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079354
¾(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407161
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527695
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653738
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78564
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923675
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068361
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220014
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379169
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546268
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721958
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887082
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059508
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91132
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.23153
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.23147
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.23399
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2391
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009119
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173424
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349936
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497885
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635488
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781294
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936049
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100512
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275651
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59908
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976182
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35003
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468524
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592457
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722034
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857711
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999815
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148803
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305077
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469133
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641531
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822839
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013708
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198546
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2349
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1714
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.17391
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.17898
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.991506
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154561
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329654
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.475659
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611995
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756471
¿(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90979
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072716
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246086
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509782
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876173
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287761
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411378
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533223
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660682
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794056
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93372
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080117
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233654
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394746
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564037
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741992
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929296
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126601
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11816
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11442
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.11691
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.12196
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974176
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.135984
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30974
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454005
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589178
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732369
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884295
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045687
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217425
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423015
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779159
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178535
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356186
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476072
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601456
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732637
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869959
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013871
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164755
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323092
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489387
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664171
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848051
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04171
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00583
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.06046
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.06293
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.06796
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958866
¶(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.117713
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.290119
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43299
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708982
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859508
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01942
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18955
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370832
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685018
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072782
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302898
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420895
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54428
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673347
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80846
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950007
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098371
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254039
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417468
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589212
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769841
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960025
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862216
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.00947
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01193
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.01693
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.947446
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099746
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270817
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412524
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545451
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686218
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83544
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993929
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162511
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342123
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59368
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970311
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251434
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367647
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489126
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616172
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749184
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888454
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034416
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187482
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348197
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517063
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694579
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881432
¼(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078322
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96139
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96384
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96882
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.93633
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.082064
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251873
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392694
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.52451
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664108
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8121
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.9692
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136304
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314277
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504983
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871018
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201772
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316231
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435916
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561054
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691968
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829093
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972763
(422.90, 14.77, 249.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123441
