¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (427.93, 14.99, 249.64) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.877129
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.81356
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.361444
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991296
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71616
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5656
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54427
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68476
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01188
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68432
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78186
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07763
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.7611
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087375
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33518
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60539
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901082
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083688
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139596
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448423
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854454
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304753
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.800312
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.346481
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.975822
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69754
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5446
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51949
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.656
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9678
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6221
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72632
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1186
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.63377
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.59974
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.56932
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54376
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.52303
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.50711
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.49598
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.48964
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083982
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331498
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601372
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896698
ó(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221107
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253131
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442502
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847211
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296628
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787189
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332261
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.960472
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68076
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52381
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4931
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62768
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92595
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56081
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67179
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16069
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.51251
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.47896
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.44876
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.4234
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.40283
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.38705
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.37605
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.3698
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080568
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327813
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597344
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892246
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216218
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433395
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497009
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839989
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288527
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.774192
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.318166
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.945249
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6653
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50322
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46657
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59375
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88574
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5173
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61821
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20397
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077174
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324082
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593264
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887803
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21134
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568302
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617149
Ô(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832789
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280169
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761318
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304485
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93015
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64995
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48283
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44036
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55865
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8443
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40437
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56563
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24838
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98451
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073766
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320381
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589214
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883348
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206406
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562861
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803257
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873225
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269936
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.74857
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.29138
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91518
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63471
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46263
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41447
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52408
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80351
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36201
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.514
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23103
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81209
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070293
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316634
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585135
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878881
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201488
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55691
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941471
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006742
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258696
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735951
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278387
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.899962
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6196
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44264
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38889
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49002
ò(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76336
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32028
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46338
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13723
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95384
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066869
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312875
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581041
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874388
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196544
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547374
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930869
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206462
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282198
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.723464
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.265509
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.884686
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6046
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42287
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36517
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45649
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72387
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27917
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4137
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04506
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063415
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309153
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576929
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869879
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191623
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537868
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92035
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336148
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420488
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711107
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252745
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870415
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58972
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4033
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.343
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42348
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68501
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23868
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36499
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95447
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059953
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305367
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572828
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865377
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183375
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528391
â(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909849
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32389
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631672
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72105
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2401
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.85763
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57442
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38396
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32109
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3929
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64679
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1988
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31161
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86546
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056496
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301602
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568688
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860837
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174809
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518973
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899396
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311749
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765487
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87095
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227573
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844949
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55798
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36484
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29944
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36337
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61041
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1618
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09489
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77805
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99335
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052988
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297775
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564559
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854321
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166292
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509582
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888995
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299721
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752039
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084461
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215169
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832376
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54172
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34593
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27806
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3343
ù(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57579
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12839
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.03843
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70131
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91611
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049504
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293992
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560392
(427.94, 14.97, 249.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846586
