¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 21.9499
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769372
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028686
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284373
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558648
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853475
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225918
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684126
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891707
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02937
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17293
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32271
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48616
º(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66656
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85544
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05336
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26082
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47851
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70711
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35143
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38289
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78121
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225264
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483712
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764526
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070139
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40619
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765918
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041533
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298122
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57335
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869267
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265192
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727544
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941945
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08116
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22634
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38008
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55487
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73778
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92937
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13008
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34054
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56141
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82929
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75231
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48759
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226468
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48441
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763399
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068888
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404826
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762464
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055021
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312549
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588829
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885864
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305291
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771866
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994255
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13507
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28195
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44895
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62623
°(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81178
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00611
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20979
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4234
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64367
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18234
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18231
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59019
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227615
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483351
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762252
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067638
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4034
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759099
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069166
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327695
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605013
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9201
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346254
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817146
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04868
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1912
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34848
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52041
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70031
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8886
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08566
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28816
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50048
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78074
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57597
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31201
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69696
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226726
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482269
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761056
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066329
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401928
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755703
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083929
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343447
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62191
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388026
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863409
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10528
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25319
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42007
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5946
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77638
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9635
²(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15945
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36481
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58016
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02646
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99785
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41692
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8081
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225713
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48116
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759839
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064971
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398898
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752359
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099336
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35992
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639558
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996711
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430651
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.910583
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16406
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3249
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49305
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66636
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84768
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03746
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23618
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44449
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77759
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41318
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15287
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.526
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92366
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224665
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47999
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758587
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063626
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395885
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749026
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115379
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377068
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657977
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036144
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474097
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958738
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.233
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3939
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56203
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73781
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92172
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1142
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31589
¸(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56359
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00401
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8274
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25999
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63933
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04388
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223582
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478837
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757289
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062189
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392893
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745714
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132096
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394942
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677086
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076367
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51847
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997024
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29985
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46306
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63358
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81195
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99852
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19395
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39866
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7833
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26218
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00892
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37128
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7572
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16888
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222466
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477621
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755997
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060763
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389942
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742476
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131994
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413486
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712404
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117319
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563702
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01855
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36913
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53472
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70784
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88883
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07829
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27669
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57405
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0134
·(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66908
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11827
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48693
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87968
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221365
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476419
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754644
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059285
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387007
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739257
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128399
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432736
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750422
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159117
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58898
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06019
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44095
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60905
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78479
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9686
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.161
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37527
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79737
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25454
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8791
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23173
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60698
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00694
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220217
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475181
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753255
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057793
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384088
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736016
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124819
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452704
