¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(327.46, 6.96, 327.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570498
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01273
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86591
Ü(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6947
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58703
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49057
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99088
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04231
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43905
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392394
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.556384
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731813
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956285
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193927
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412198
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647762
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953336
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233415
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52779
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866171
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19273
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.338812
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.290773
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.280704
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.272298
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.265562
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.260478
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.257171
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.255692
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.256028
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.258566
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.26341
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.271227
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.283614
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381413
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544667
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719287
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946853
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183895
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401404
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.636116
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.94349
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224581
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518189
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856195
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.178874
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.12352
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.106318
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.093531
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.082156
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.072209
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.063661
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.056537
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.050791
Œ(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.046436
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.043466
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.041867
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.041654
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.042808
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.045369
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.049289
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.071703
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.370695
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533233
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707064
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9375
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174193
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390964
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624853
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933822
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216198
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509083
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.178848
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.087603
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.047265
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.031647
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.018547
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.006842
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.996551
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.987661
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.980148
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.974011
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.969237
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.965834
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.963803
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.963126
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.963799
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.965852
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.969259
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.98587
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.360236
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522076
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69514
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928225
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164814
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380877
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61397
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924334
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208268
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.336851
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.122119
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.046284
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.010549
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.995266
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.981977
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.970087
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.959602
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.950498
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.942782
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.936423
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.931428
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.927791
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.925517
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.924595
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.925014
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.92679
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.929936
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.944666
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350037
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511199
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683515
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919029
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155761
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371138
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603468
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915023
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200788
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.286868
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.108814
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.035971
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.001231
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.985902
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.972428
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.960379
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.949717
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.940437
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.932529
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.925991
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.920831
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.917001
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.914547
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.913434
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.913674
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.915259
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.91819
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.932422
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340097
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500599
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673655
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909914
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147032
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361749
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593343
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905896
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.193757
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484707
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.131669
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.053561
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.017094
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.001438
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.987757
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.975503
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.964633
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.955153
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.947053
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.940322
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.934968
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.930966
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.92833
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.927039
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.927096
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.92851
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.931278
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.946046
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.330416
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490277
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665368
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900882
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138626
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352708
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584484
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896948
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187173
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477557
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.20469
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.104635
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.062091
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.0456
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.031621
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.019068
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.007921
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.998175
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.989817
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.982841
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.977233
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.973008
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.970136
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.968641
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.968491
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.969703
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.972296
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 6.989028
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.320992
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48023
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657153
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891931
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13054
Ê(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344015
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576522
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888182
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181036
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470891
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806218
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.21936
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.153814
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.134418
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.119855
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.106746
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.095082
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.084831
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.075995
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.068543
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.062503
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.057861
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.054589
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.052715
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.052183
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.053071
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.055309
(327.57, 6.96, 327.27) (343.67, 1.86, 313.36) (0.81, 2.16, 0.81) Human 7.078286
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.311825
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470459
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649017
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.883066
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122778
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.335668
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568724
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879596
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175344
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46471
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799523
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143405
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517529
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.098695
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676839
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40726
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43472
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49759
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40011
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30811
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24574
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26662
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28621
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302915
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460962
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640958
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874286
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115334
ÿ(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327665
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561091
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871192
(327.57, 6.96, 327.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170095
