¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
!(409.54, 12.29, 331.04) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 9.609966
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57932
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.61803
¨(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.84704
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80821
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88985
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.60459
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.88415
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18872
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.75206
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63031
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.02397
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7982
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.65951
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.52284
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81685
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.44655
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.78247
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94507
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27461
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85417
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75881
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18985
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.49437
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.59574
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.45968
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.5758
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82239
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97922
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 12.03451
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00577
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35814
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95378
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88428
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.35708
(410.22, 12.32, 331.12) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 11.71889
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82485
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02189
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96204
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06468
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43926
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05156
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.01085
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.52878
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82421
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06316
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01029
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12177
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51789
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14694
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.13493
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.68588
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82048
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10302
€(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05685
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17689
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59384
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2398
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25448
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83946
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81368
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14139
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10177
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2301
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66707
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33671
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.37204
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.9893
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8038
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17823
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1449
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28208
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73747
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51164
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4959
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.13509
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79089
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21358
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18626
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34206
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80493
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69253
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6164
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.27664
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77493
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24732
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22577
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39988
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86937
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87962
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.72617
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.41371
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81083
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27944
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26344
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45542
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93065
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07475
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82693
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.54605
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88317
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30993
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29916
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50865
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98871
ò(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28721
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.92375
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6734
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94991
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33869
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33719
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55947
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.26766
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.19627
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.17321
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.15312
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.13595
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.12161
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.11027
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.10176
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.11272
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0108
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36578
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37759
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.39942
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.13255
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.08211
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.05629
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.03329
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.01315
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.99578
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.98122
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.96944
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.97332
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.08654
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0656
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39113
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42346
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.39035
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.13046
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.07973
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.0524
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.02797
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.00637
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.98759
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.97162
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.95838
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 13.9612
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.06921
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11416
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41467
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4703
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69696
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.25748
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.18653
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.15729
¡ (410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.13102
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.10755
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.08697
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.0692
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.05426
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.0593
(410.22, 12.32, 331.12) (430.50, 8.23, 307.48) (0.81, 2.16, 0.81) Human 14.2484
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15625
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43646
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51538
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.20404
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28406
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26118
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3435
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20172
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17417
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46492
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55871
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.2025
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.25742
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.19099
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.16602
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.14369
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.16251
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16188
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50471
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60019
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.21543
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38175
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.20397
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.179
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.15668
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13997
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54233
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63987
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84312
(410.22, 12.32, 331.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42455
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.21945
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.19448
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.17217
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.718123
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.695836
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.675171
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.656106
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.677539
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.23746
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.21249
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.19018
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.72998
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.707684
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.687011
„!(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.667938
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.689431
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.258
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.23304
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.21074
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.743311
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.721005
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.700325
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.681248
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.869029
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.28111
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.25614
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.23385
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.79102
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.78089
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.77384
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.758131
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.735814
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.715123
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.69604
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.867492
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.30679
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.28183
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.25954
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.97642
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.9331
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.91083
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.89172
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.80531
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.79738
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 15.79254
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.774453
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.752122
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.731423
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.712333
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.864646
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.75178
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.31012
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.28784
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.66403
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.64033
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 13.61936
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 14.05052
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 14.39446
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 14.3809
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 14.45547
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.792293
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.769948
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.749238
(410.22, 12.32, 331.12) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.730141
