¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95862
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51298
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26075
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15384
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10093
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23621
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33392
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1576
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.285944
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477519
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684651
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909263
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143804
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408211
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697765
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493741
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862692
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286243
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759821
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292722
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873637
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5255
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28262
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17954
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09117
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1894
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22347
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07979
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289706
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481578
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689045
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.914032
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153598
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416561
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167573
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500224
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873229
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297977
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772998
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307634
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885051
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53845
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30495
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20583
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08249
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14291
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1162
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.293555
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.485733
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693542
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918914
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164115
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425063
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17369
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506948
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883988
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309983
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786458
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32002
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896805
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55185
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32769
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23279
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07488
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09675
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01201
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297492
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489981
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69814
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923906
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169554
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433715
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180014
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513887
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89493
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322186
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800117
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33073
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90892
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56571
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35091
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26038
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06841
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04041
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91087
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.301515
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494323
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.702841
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92901
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175113
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88171
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186485
•(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521044
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906073
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33461
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81408
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341799
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921426
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57991
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37457
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28856
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06301
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95344
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80622
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305624
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49876
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.707643
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.934225
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180794
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887816
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193191
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531104
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917433
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347261
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828279
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353168
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934287
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59463
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39863
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28927
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05871
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87706
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70354
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.309819
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50329
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712546
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.939549
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186596
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894107
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200058
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54147
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928963
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360119
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84269
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364901
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94754
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61476
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42318
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28643
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07573
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83762
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60389
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.314101
—(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507911
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717549
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944983
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192517
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900575
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207105
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552047
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940702
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373212
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857354
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376939
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961177
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63628
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44817
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29844
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10504
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80026
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50721
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318467
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512625
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.722654
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950526
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62632
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907156
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214361
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562801
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952617
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386474
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870062
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389318
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975183
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65819
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47259
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32522
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13554
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76504
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4134
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322917
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.517429
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727857
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956177
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632569
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913975
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221833
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573691
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964709
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399992
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881395
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402016
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989575
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68044
‘(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49022
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35303
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16712
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73187
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3224
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.327451
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522326
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73316
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961938
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63894
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920917
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23067
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584784
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977012
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413714
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892994
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41506
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00434
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69892
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50826
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38184
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19993
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70075
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23411
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33207
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527314
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738561
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967805
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645455
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928067
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240857
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596043
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989467
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427664
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90486
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428419
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01945
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71482
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5267
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41169
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20845
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67163
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17136
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.336771
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53239
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74406
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392375
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652172
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935365
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251177
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60745
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002146
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441813
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917052
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442151
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03498
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73108
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54557
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44255
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18322
(399.97, 14.79, 310.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64454
