¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(396.67, 14.12, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.897961
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37198
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97713
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.036015
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203712
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384027
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578393
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788551
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01631
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264064
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534396
(396.67, 14.12, 247.03) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.158852
(396.67, 14.12, 247.03) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.134914
(396.67, 14.12, 247.03) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.112349
(396.67, 14.12, 247.03) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.091131
(396.67, 14.12, 247.03) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.071241
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.933642
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.912343
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.892692
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.82806
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 9.23591
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.0267
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.019203
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.013085
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.008345
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67904
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.364
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03649
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17461
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23841
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70387
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040241
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20826
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38891
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583687
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794229
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022499
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270776
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54172
ç(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838526
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165039
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525806
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92649
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.726421
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.704212
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.683623
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.539857
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.601678
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.017643
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.008775
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.001292
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.061883
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.432807
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.804564
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37081
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12684
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06678
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11687
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49128
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.044621
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212933
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393954
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589115
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800135
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028872
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277746
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549331
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84687
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174225
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535982
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.686368
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.510602
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.489101
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.469173
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.32966
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.737232
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.001149
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.992299
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.984829
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.978736
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.012619
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.274727
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38037
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13732
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96359
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00063
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29245
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.049157
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21777
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399185
å(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594721
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806208
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035509
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284928
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55718
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8555
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183721
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546486
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.330301
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.307906
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.287065
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.321386
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.130976
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.5018
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.98609
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.977254
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.969799
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.963715
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.692143
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.001993
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39262
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14498
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96163
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88958
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1019
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.053839
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222814
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40457
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60057
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812478
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042324
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292324
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565312
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864392
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19352
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.316199
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.138958
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.117222
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.096996
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.892739
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.942933
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.280301
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.364408
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.963626
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.956182
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.950109
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.945397
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.171164
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40707
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15466
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97575
æ(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86674
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93058
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.058631
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227949
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41011
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606563
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81901
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04937
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300041
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573677
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873592
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203653
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.090432
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.034455
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.011327
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 6.989709
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.717128
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.089626
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.07159
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.866979
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.548464
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.748688
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.729332
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.71157
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 7.695387
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4186
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16736
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99321
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88606
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88178
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.063585
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233308
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415859
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.612766
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825706
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056616
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307943
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582333
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883077
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.14229
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.115821
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.090926
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.262562
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.507224
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.550472
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.892166
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.874641
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.670797
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02654
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.489005
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.765168
ã(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.743357
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.723358
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4329
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18306
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01338
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9091
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.4648
(396.67, 14.12, 247.03) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.348333
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238802
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421769
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619132
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832597
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064113
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316082
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591232
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892854
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.201594
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.174867
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.149728
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.266289
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.351039
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.392151
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.705587
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.688544
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.484627
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96184
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.802
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.12388
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.09617
(396.67, 14.12, 247.03) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 10.07057
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49299
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20181
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03408
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9359
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.88883
(396.67, 14.12, 247.03) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 3.369293
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244426
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427854
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625688
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839656
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071814
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324465
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600402
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902911
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235991
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.236338
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.210941
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.18712
(396.67, 14.12, 247.03) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.20247
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.547211
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 7.529069
Ş(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.257224
(396.67, 14.12, 247.03) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 8.388863
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89898
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78901
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38849
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04459
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91824
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59627
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27956
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05819
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34483
(396.67, 14.12, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34381
