¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‡ (372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.239542
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042252
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417011
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64651
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55528
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68646
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78555
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88875
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99615
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10795
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22431
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34534
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47128
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60229
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73857
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995414
„(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177354
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374119
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587565
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797132
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019808
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272274
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559086
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874812
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212092
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58001
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989162
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403117
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722529
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069055
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446156
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75501
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30978
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48614
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62574
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74235
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8472
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95634
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06992
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18809
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31104
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43898
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57202
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005732
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188488
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386179
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.600675
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.8078
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031345
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281756
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569502
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886285
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223051
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592194
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002707
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426971
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748307
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096992
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476568
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86539
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0757
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24505
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42163
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56388
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69008
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8106
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92152
…(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03697
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15713
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28212
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41211
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.016184
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.199745
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398383
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.611396
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818698
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043148
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291429
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580105
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898008
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234354
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604728
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016665
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451782
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775164
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126067
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508202
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6962
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85236
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01512
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18479
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36181
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50698
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63439
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76691
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8918
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00922
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13139
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25852
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026743
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21116
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.410714
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621686
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829849
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055218
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301287
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59096
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909965
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246001
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617588
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033908
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464071
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803062
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156346
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541122
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4888
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63911
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79568
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9589
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12912
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30667
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45504
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58374
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71766
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85694
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98662
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11096
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0374
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222703
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423219
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632248
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841266
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067556
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313426
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602032
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921046
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257924
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630814
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052494
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476702
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832063
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187788
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575308
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29049
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43528
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58612
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74328
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90713
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07798
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25623
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4081
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53816
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67355
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8144
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96096
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048189
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.234345
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435855
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64304
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85289
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080183
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327157
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613286
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932154
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270169
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6455
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071471
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489972
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862089
ƒ(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220379
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97437
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10081
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2404
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3858
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5373
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69518
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85981
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03149
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21064
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36611
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49772
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63468
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7772
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059104
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246116
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44863
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654044
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864787
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093085
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341167
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624818
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9435
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282728
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662873
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090876
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503916
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893288
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254194
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98027
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02118
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06457
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19424
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34041
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49267
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65144
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81697
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98967
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16981
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32909
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46238
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60106
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.070123
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.257998
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461493
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665298
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876951
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106254
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355488
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636534
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955195
Ş(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295616
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680564
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110693
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51845
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925564
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289241
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96024
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00097
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04417
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08987
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15211
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29911
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45233
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6121
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77868
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9525
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13388
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29708
(372.63, 8.64, 338.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43216
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.873925
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.078625
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.302352
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.547832
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.818332
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.117816
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.451132
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.800994
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.182828
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207659
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698653
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254065
(372.86, 8.50, 339.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887348
