¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(383.55, 11.78, 324.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.677338
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227098
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769114
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38443
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08471
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88879
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82136
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91557
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01586
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11973
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42937
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01444
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542209
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822499
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126643
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940871
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327135
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754707
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230473
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768553
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38379
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08398
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88799
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82036
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91446
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97652
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07428
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38154
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93614
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545772
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826392
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129273
˜(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943272
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329798
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757654
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233727
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767867
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38299
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08309
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88691
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81918
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91302
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93788
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02967
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31767
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00315
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549261
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830078
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.131835
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463408
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332352
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760495
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236951
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77018
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.382
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08199
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88563
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81766
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91125
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89993
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06102
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25395
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49763
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552676
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832019
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134328
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466151
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334842
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763247
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239982
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773625
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38085
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08067
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88411
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8159
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90917
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91515
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11371
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22024
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00016
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.556013
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834231
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136752
Œ(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468817
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337234
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765945
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242994
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776967
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37955
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07916
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88236
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81386
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8995
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96078
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15072
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23366
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5494
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559275
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83638
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139104
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471407
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837758
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768524
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245875
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780215
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38225
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07742
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88037
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81153
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88195
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00697
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16345
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24819
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83761
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562038
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838462
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14139
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.473921
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840536
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771015
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248654
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783342
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38577
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07552
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87816
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79682
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8642
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0537
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17711
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2638
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40176
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563561
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840483
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143604
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476355
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842654
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773404
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251332
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786342
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38919
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07345
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87109
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78159
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84623
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10102
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19175
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22872
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34906
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565059
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842438
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145743
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.478712
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844433
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248487
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253885
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789254
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39246
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0772
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85777
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76612
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82807
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08588
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17878
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19013
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29821
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50873
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566789
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844325
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147813
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480989
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846136
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250382
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256386
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792029
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39559
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06481
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84437
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75048
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80966
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06398
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14586
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15291
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24919
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45292
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568458
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846148
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14981
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483185
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847762
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.252185
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258765
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79467
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39278
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05051
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83077
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73471
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79109
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02699
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10076
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11707
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20193
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13132
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570065
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847903
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151733
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484974
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849307
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253901
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.704263
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797231
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38016
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03674
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81705
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71873
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77235
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98873
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03382
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08259
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10969
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76889
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4818
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571611
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849591
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153584
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485507
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850771
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255527
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706078
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.788312
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36746
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02468
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80318
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70266
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74448
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95052
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96838
÷(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03543
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78743
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42238
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10819
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573095
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851211
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155359
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486493
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852156
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257064
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707793
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777059
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35478
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01249
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78915
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68639
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71221
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91226
(384.18, 11.78, 324.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90437
