¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(334.75, 7.08, 311.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.996508
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.557827
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785647
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040098
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321372
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.680353
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.085389
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.544278
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.068403
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.672611
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.376611
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18889
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.00642
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.14003
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.13585
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.68152
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.976799
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160365
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.356027
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566241
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794806
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051486
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.337128
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.699242
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.106715
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.56854
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.096246
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.704881
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.414445
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.25213
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.09159
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.24443
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.43799
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.97839
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.983989
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.168133
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.363904
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574786
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80479
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063011
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.354003
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.718173
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.128098
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.592876
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.124187
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.737282
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.452455
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29733
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.17821
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.35009
ç(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.94205
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.991263
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.175995
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.371897
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583461
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815436
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074674
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.370905
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.737141
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.149531
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.61728
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.152217
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.769804
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.490635
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.34277
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.27243
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.457
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.31241
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.99862
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.183946
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380008
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592265
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826202
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086471
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.387833
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.756145
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.17101
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.641746
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.180334
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.802446
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.528975
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.38843
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.3694
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.56515
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.50226
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.006061
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191853
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.388238
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601197
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83709
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.098403
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.404783
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.775178
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.192532
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.666272
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.208531
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.835196
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.567472
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.43432
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.46973
ù(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.68037
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.69383
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013582
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.199565
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396584
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610257
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848097
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110469
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.421751
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.794239
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.214091
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.690851
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.236804
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.868053
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.606115
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.48041
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.53227
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.82117
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.88704
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.021185
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.207384
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405047
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619446
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.859225
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122667
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.438732
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.813321
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.235685
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.715477
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.265144
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.901007
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.644898
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.52671
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.58847
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.08404
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.08179
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.028868
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.215306
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413623
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628859
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.870468
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134997
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.455723
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.832418
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.257304
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.740144
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.293545
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.934051
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.683811
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.57319
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.64496
õ(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.21336
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.27798
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.03663
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.223335
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.422316
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639258
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881829
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147457
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.472722
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.851533
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.278948
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.76485
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.322002
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.967179
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.722849
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.61986
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.70173
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.34297
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.47549
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.04447
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231468
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431121
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649762
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893305
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160047
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.489722
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.870655
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.300608
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.789585
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.350511
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.000381
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.762001
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66671
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.75875
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.46815
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.67421
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.052389
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.239703
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440042
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.660368
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904896
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172764
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.50672
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.889781
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.322283
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.814347
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.379062
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.033652
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.801256
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.71371
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.79019
ô(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.59314
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.87402
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.060383
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248042
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449073
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671074
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916601
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185607
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.523714
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.908907
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.343965
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.839128
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.407647
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.066983
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.840611
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.76087
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.83382
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.72515
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.07476
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.068453
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256482
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458217
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681881
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928415
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198576
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.540697
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.928027
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.36565
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.863921
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.43626
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.100367
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.880053
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8079
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.89347
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.85727
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.2763
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.076598
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.265023
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467471
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.692789
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.940342
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211669
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.557665
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.94714
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.387333
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.888721
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.464899
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.133794
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.919571
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82585
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.95568
Š (334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.98939
(334.95, 7.12, 311.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.47849
