¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(330.20, 7.30, 374.51) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 12.45448
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487425
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753085
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045169
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382887
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737124
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078575
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453236
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866208
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251799
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612662
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00479
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4221
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86128
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7769
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53663
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2754
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33726
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.83633
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.81068
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.78933
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.77227
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.75947
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.75092
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.74662
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.74656
(330.20, 7.30, 374.51) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.66504
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487588
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753282
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047873
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385846
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759459
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12174
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500717
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918616
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279352
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642489
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0299
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.434
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87422
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82986
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52404
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25378
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31043
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89442
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48775
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753438
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050422
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388673
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762593
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165573
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5489
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970489
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30768
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668614
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04166
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44678
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88815
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88061
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51119
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23214
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28359
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86025
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487882
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753589
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052902
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391407
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765604
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181391
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597751
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997387
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334821
©(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680231
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05422
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46039
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90299
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92913
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49814
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21045
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25675
(330.20, 7.30, 374.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82611
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844702
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190823
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50009
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838745
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211091
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622379
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264274
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.896254
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.468172
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.446875
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.426966
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.408456
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.391323
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.37552
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.421766
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.063524
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23393
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79628
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852139
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150284
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455792
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790154
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157613
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563173
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282125
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.901568
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.471181
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.449874
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.429955
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.411439
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.394298
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.378488
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.405864
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.04425
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2604
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82991
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83332
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110224
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412067
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742212
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104803
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504725
Ê(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.592527
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.572073
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.552845
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.534826
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.517995
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.502336
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.897734
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.382703
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.390035
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.686638
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16933
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86355
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796859
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070593
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368752
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694777
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052638
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.447093
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.597318
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.576846
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.557603
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.539567
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.522722
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.50705
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.885467
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.370143
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.374283
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.620646
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19431
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89717
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760808
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.834746
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.806974
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.780587
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.755555
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.734056
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.603209
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.582716
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.563452
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.545399
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.528536
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.512847
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.873254
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.355801
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.380364
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.60272
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21928
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93082
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.069873
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.868583
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.83376
İ(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.805892
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.779509
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.754484
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.73441
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.610208
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.589689
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.570401
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.552326
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.535441
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.519733
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.861094
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.341528
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.388335
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.584897
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24423
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96446
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.392631
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.870406
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.835571
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.805942
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.779559
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.754532
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.735863
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.61832
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.597771
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.578455
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.560354
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.543446
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.527715
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.848989
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.327327
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.397576
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.65645
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.26917
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99806
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.821005
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.873402
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.838546
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.807124
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.780737
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.756918
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.738416
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.627553
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.606971
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.587625
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.569493
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.552557
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.536801
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.836946
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.3132
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.408093
É(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.592746
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29408
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03163
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.626343
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.332159
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.877573
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.842688
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.81098
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.784673
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.761282
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.742073
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.637918
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.617298
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.597916
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.579751
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.562785
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.547
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.824959
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.299145
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.4199
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.60489
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31896
(330.29, 7.30, 374.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.79467
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.021213
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.909403
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.885778
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.849922
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.818844
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.7914
(330.29, 7.30, 374.13) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.768778
