¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11135
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.1926
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.19059
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.19329
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847236
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053299
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295671
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608855
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956324
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340867
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735546
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176735
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634715
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992395
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382939
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810914
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28193
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81824
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95586
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78293
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69163
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01981
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12599
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68983
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874683
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082874
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318958
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634666
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985004
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359133
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755886
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19959
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682018
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043909
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439182
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872639
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.353
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90573
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03443
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55871
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40112
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.91035
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.89959
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.90415
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.89027
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87952
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87187
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86731
™(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86585
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86749
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.87222
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.88005
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902482
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112861
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34231
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660489
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013777
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377412
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776278
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222477
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724737
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096511
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496684
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935751
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43357
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9954
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11344
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44643
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12049
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.65694
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.63709
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.62033
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.60664
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.59602
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58845
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58392
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58243
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58398
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.58857
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.59621
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930688
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143227
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372887
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686378
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035255
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395713
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796704
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245369
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750635
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150284
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555487
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00267
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51606
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08727
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19287
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38122
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82026
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.38548
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.36591
˜(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.34939
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.33589
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3254
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31791
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31341
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.3119
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31336
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.31782
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.32527
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959234
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174036
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406176
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712255
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05177
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414027
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817155
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268301
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776583
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205236
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615628
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07886
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6005
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18143
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27268
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31755
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53055
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05909
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09354
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.09059
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.07727
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0669
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05949
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05501
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05347
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05487
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.05921
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.06648
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988197
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20526
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439961
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738145
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068263
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432386
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837638
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291309
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802572
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261383
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678486
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15677
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68699
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27794
‘(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35289
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25537
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25144
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.00355
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02876
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.00808
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.98904
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.97297
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95985
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.94967
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.9424
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93806
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93663
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.93811
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011616
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235172
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474204
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754424
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084806
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450719
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858107
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314344
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828617
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318769
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.750658
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23648
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77553
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37683
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40679
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19465
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09234
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22569
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19056
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1134
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018599
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242729
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485504
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76365
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096945
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466286
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877788
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337357
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854673
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377542
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82439
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31804
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86618
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47816
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35449
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13541
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02463
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85029
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94805
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08338
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025727
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250413
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494524
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770621
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104249
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474395
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88689
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349252
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871065
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392351
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858406
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37523
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95154
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58203
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30342
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07759
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95861
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49037
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70958
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06119
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.032882
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258188
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506896
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784117
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111487
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482424
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895847
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359375
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882528
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356377
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811834
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32355
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89385
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53315
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26103
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02815
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90051
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26428
(380.78, 7.37, 343.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49408
(380.78, 7.37, 343.73) (383.94, 1.48, 369.82) (0.81, 2.16, 0.81) Human 18.61772
(380.78, 7.37, 343.73) (383.94, 1.48, 369.82) (0.81, 2.16, 0.81) Human 18.41895
(380.78, 7.37, 343.73) (383.94, 1.48, 369.82) (0.81, 2.16, 0.81) Human 18.40687
(380.78, 7.37, 343.73) (383.94, 1.48, 369.82) (0.81, 2.16, 0.81) Human 18.39856
(380.78, 7.37, 343.73) (383.94, 1.48, 369.82) (0.81, 2.16, 0.81) Human 18.39388
(380.78, 7.37, 343.73) (383.94, 1.48, 369.82) (0.81, 2.16, 0.81) Human 18.393
(380.78, 7.37, 343.73) (383.94, 1.48, 369.82) (0.81, 2.16, 0.81) Human 18.39585
(380.82, 7.37, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106152
(380.82, 7.37, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103623
Ô(380.82, 7.37, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227238
(380.82, 7.37, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.498528
(380.82, 7.37, 344.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79592
