¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(378.66, 16.05, 281.83) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.293406
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03504
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.53417
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.36619
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.49027
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006305
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334332
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67575
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045401
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445169
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883956
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36761
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89164
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46903
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11286
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81903
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.241
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81189
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75733
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8404
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09467
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61605
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45009
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60479
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02844
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351517
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694477
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068431
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470425
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911715
ö(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39827
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92171
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50242
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15094
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86137
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57432
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.85476
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80221
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89133
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15617
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69931
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53566
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.73449
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050636
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368818
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713284
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08919
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495871
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939701
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42613
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95206
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53624
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18876
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90175
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6728
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95787
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84786
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.94314
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.21876
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78324
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.62708
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86669
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068015
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386165
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732243
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109906
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521523
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967924
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4538
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98271
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5704
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22704
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93437
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70954
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22255
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89428
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99586
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28501
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8685
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73392
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00143
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084115
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403662
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751276
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130723
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546539
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996367
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48178
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0137
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60488
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2657
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96751
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74689
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.59215
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94217
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04947
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35788
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.95589
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83345
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.14024
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100279
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421221
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77041
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151645
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569503
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02503
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.045
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63977
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30407
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00114
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78479
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67204
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01894
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10539
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43219
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.04488
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93076
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.28499
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116522
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438852
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789629
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172688
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592648
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05211
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53849
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07656
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67497
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33455
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03529
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8233
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71576
ƒ(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31097
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16257
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50768
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13531
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03526
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43245
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132875
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456619
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808972
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193869
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617411
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07819
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56724
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10849
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71055
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36548
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06995
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86239
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7602
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72509
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22066
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.5843
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21588
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.152
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5787
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149249
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474415
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828423
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217113
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646805
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10446
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59627
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14067
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74644
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39683
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10509
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90206
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8053
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83736
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27968
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66208
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30326
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.27079
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.73191
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16574
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492326
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850275
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243992
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676375
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13098
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62553
Œ(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17316
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78268
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42863
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14075
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94231
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85109
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8899
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57944
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.74067
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.40037
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.3918
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90406
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182257
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512848
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874909
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271025
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706118
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15773
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65508
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20594
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81928
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46089
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17692
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98314
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89756
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94322
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03444
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.82088
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49902
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.51488
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.07113
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201572
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535519
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899672
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298156
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731096
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1847
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68488
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23901
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85017
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4936
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21357
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02458
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94467
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9974
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27066
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90226
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59923
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64004
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.221
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222471
¡(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558297
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924549
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325431
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755799
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2119
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71491
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27238
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87988
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52672
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25078
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06656
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99253
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05753
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34366
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12164
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69506
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76734
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.37357
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243477
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581158
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949517
(378.66, 16.05, 281.83) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352836
