¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š (401.25, 14.20, 246.22) (384.09, 8.05, 256.54) (0.81, 2.16, 0.81) Human 3.546432
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.943339
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.916373
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.891123
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.867563
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.845667
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.825416
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.806786
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.78976
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.774319
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.760451
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.748139
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.650724
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.252094
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.242868
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.235459
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.229858
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.226063
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.224068
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.223872
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.225475
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161476
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40358
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659474
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93578
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22836
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513966
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830451
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.924811
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.896277
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.869478
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.844384
† (401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.820968
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.799208
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.779083
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.760568
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.743649
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.728306
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.714525
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.702291
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.641125
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.19736
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.188193
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.180836
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.175275
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.171509
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.169532
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.169343
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.170942
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159831
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401799
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66446
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94125
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228514
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516315
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843353
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.879662
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.851296
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.824656
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.799709
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.776433
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.754803
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.734796
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.716393
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.699574
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.684325
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.670627
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.658469
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.631651
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.145043
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.135935
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.128625
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.123102
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.119364
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.117404
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.117223
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.118819
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158206
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400062
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663021
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946767
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228845
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528352
Š (401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856556
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216296
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.091284
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.066286
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.043005
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.021419
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.001502
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.983236
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.966605
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.951589
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.938174
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.926345
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.916096
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.622302
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.095083
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.086031
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.078765
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.073278
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.069567
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.067623
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.067449
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.069043
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15661
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398333
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661148
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947876
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239138
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540668
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869971
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231016
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.396398
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.370513
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.346412
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.324065
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.303454
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.284554
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.267349
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.251821
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.237953
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.225734
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.215149
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.61308
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.047419
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.03842
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.031199
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.025746
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.022058
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.020132
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.019962
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.021555
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155022
ù(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396626
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659279
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244861
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553176
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883642
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246085
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645179
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.700344
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.675356
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.652192
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.63083
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.611248
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.593427
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.577347
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.562995
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.550353
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.539412
(401.28, 14.10, 246.21) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.603988
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.332467
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.326006
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.321369
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.318553
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.317553
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.318373
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.32101
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.325463
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153471
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394904
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657423
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938489
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237976
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564225
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897604
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261399
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662049
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100941
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.275911
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.248254
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.222552
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.198781
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.176918
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.156939
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.138824
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.122556
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.108118
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.095497
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.71808
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.711425
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.706672
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.703813
ó(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.702848
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.703776
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.706594
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 9.711309
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151926
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393244
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652592
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933019
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231214
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556787
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911819
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276997
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679272
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118003
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.233327
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.2058
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.180222
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.156566
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.134806
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.114923
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.096897
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.080709
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.066341
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.053782
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.139
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.13214
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.12727
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.12437
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.12345
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.1245
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.12753
(401.28, 14.10, 246.21) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.13253
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150399
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390582
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64764
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927633
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224537
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549472
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906627
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2929
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696835
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135489
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.192917
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.165515
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.140053
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.116504
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.094846
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.075054
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.057111
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.040998
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.026699
õ(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.014199
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.14971
(401.28, 14.10, 246.21) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.6609
(401.28, 14.10, 246.21) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.65459
(401.28, 14.10, 246.21) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.65037
(401.28, 14.10, 246.21) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.64822
(401.28, 14.10, 246.21) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.64816
(401.28, 14.10, 246.21) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.65016
(401.28, 14.10, 246.21) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 10.65425
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148913
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386083
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642714
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921709
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217971
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542264
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898714
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292175
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714675
(401.28, 14.10, 246.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178211
(401.28, 14.10, 246.21) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 9.154638
