°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∂(422.65, 14.73, 249.45) (402.84, 8.96, 246.28) (8.50, 2.98, 4.61) Truck 7.258023
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.793034
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.779062
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.765925
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.753608
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.919274
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.192832
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.508387
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.876333
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.310817
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.831532
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.466852
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63756
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 20.70414
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 20.68583
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.933213
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.911966
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.891703
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.872398
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.854033
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.836584
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.820036
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.804367
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.789562
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.775605
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.762482
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.750177
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.925102
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.199518
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.516137
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.885419
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.340002
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.844576
õ (422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.482923
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65779
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 20.33738
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 20.3194
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.930377
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.909147
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.888899
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.86961
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.851259
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.833825
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.817289
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.801633
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.78684
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.772894
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.759781
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.747487
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.931052
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.206347
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.524053
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.894704
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.386973
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.857917
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.499364
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67947
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.98722
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.96954
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.928319
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.907101
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.886865
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.867587
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.849246
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.831822
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.815295
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.799648
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.784864
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.770926
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.75782
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.745533
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.937126
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.213319
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.532138
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.904189
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.435853
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.871555
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.516181
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.80966
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.65267
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.63529
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.927037
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.905826
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.885596
õ (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.866326
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.847991
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.830573
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.814052
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.798411
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.783631
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.769699
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.756598
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.744316
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.943322
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.220435
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.54039
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.913873
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.486714
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.885491
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.533376
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.65807
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.63353
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.93265
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.926528
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.90532
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.885093
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.865825
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.847493
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.830078
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.813559
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.79792
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.783143
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.769213
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.756114
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.743833
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.949641
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.227691
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.548809
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.923756
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.53963
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.899724
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.550944
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.6
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.57556
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.63295
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.926792
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.905583
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.885355
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.866085
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.847752
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.830335
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.813816
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.798175
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.783397
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.769465
† (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.756365
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.744084
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.956083
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.235091
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.557395
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.933839
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.594686
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.914259
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.568897
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.54572
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.52138
(422.65, 14.73, 249.45) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 23.81891
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.92783
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.906615
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.886381
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.867106
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.848767
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.831346
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.814821
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.799176
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.784394
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.770458
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.757354
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.745069
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.962647
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.242633
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.56615
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.944122
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.651967
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.929093
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.587229
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.49519
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.47092
(422.65, 14.73, 249.45) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 23.99582
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.929643
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.908417
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.888173
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.868888
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.850541
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.83311
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.816577
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.800924
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.786134
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.772191
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.759081
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.746789
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.969333
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.250317
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.575072
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.954606
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.711565
ù (422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.944229
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.605945
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.44834
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.42416
(422.65, 14.73, 249.45) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.34967
(422.65, 14.73, 249.45) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 20.56813
(422.65, 14.73, 249.45) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 21.00974
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.932232
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.910991
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.890733
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.871434
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.853073
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.83563
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.819086
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.803421
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.78862
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.774667
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.761548
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.749247
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.976141
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.258143
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.584162
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.96529
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.773576
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.95967
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.50309
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.40513
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.38102
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.7901
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.69869
(422.65, 14.73, 249.45) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.05837
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.935601
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.91434
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.894062
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.874746
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.856368
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.838908
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.822348
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.806669
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.791854
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.777888
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.764755
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.752443
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.983071
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.266111
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.593419
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.976175
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.838106
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.975413
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.45909
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.36552
ù (422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.34148
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.7907
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.69979
(422.65, 14.73, 249.45) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.11198
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.939751
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.918466
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.898166
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.878827
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.860428
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.842948
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.82637
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.810672
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.79584
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.781857
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.768709
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.756382
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.990122
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.274222
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.602843
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.987261
