¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(398.74, 14.71, 310.08) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 8.096083
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117048
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356699
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617171
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901338
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212498
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57185
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970778
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413156
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879438
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39151
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977023
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72941
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47717
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899997
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121471
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361463
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622413
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907057
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21922
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57956
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979379
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425447
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891644
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405209
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996295
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75177
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49349
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904177
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125952
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366331
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627711
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912862
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226267
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587321
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987999
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435112
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904081
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419179
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01568
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77425
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908399
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13052
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37127
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633088
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918764
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233318
¹(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595133
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996683
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444822
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916727
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433346
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03513
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79681
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912685
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135153
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376323
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638589
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924741
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240417
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602978
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005439
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454607
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929603
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447821
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05465
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81945
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917037
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139857
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381431
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644136
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930839
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247551
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610906
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01423
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464472
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942676
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462492
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07425
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84224
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921439
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144652
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386618
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649792
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254742
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618857
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023102
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474379
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955177
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477425
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09391
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84412
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925893
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149484
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391867
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655519
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943249
·(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261974
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62686
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031998
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484357
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965717
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492632
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11362
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8236
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930461
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154392
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397201
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661325
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949589
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269231
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634896
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040966
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494389
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976432
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50808
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13345
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80368
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935065
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159381
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402622
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667206
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956043
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276558
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642992
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049989
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504482
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987267
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523733
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1533
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78436
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939727
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164432
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408092
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67319
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962596
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283875
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651128
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059029
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51462
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998285
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539642
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17321
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76561
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944471
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169547
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413675
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679236
¶(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969188
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291248
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659309
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068132
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524829
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009413
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553757
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17134
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74743
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949216
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174729
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419293
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685349
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975879
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298679
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66754
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077286
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53507
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020758
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566526
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15564
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72982
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954065
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179959
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424986
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691573
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982658
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306134
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675761
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086487
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545389
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032225
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579457
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1404
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71281
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958977
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18528
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430758
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697864
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989524
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313632
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684077
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09572
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555729
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043835
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592543
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1257
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69636
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963938
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19065
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436589
º(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704208
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996502
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321128
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692414
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105011
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566135
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055595
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605844
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13127
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68047
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968965
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196074
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442502
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710648
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003528
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328681
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700745
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114324
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576572
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067467
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617303
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14364
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66514
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974043
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201592
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448456
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717164
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010668
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336238
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709165
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123681
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587059
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07956
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627225
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15675
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6504
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28574
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979169
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207164
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454476
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723734
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017847
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343833
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71756
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133053
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597582
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091772
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637369
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17056
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65862
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26975
´(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984368
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212756
