¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(396.74, 14.12, 247.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413404
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924072
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539393
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34866
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87529
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52153
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37008
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24115
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79046
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75478
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49566
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.28401
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11852
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379333
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664711
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978273
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317257
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687459
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068258
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477741
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932858
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574502
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22457
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73797
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34482
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16613
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11025
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73782
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69081
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41038
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.15547
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106583
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366285
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650421
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962506
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299173
º(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667457
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075447
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485727
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941764
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609348
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10395
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60463
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17372
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96907
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88908
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68526
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62667
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32487
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.03281
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094622
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35323
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636082
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946723
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28118
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647492
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054306
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493837
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950804
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543491
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98664
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47513
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01609
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77863
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89403
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63276
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56226
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23916
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.91589
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082664
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340138
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621731
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930955
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263219
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627613
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032145
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483726
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959974
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439586
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872592
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34931
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87669
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59445
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96833
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58033
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49775
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15333
¿(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.80456
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070638
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327046
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607419
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915166
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245277
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607759
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010053
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458981
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962361
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338392
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761627
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22712
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74143
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41628
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03136
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52801
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43302
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06738
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.6987
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058647
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313939
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593045
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899366
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227412
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587961
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988029
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434362
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933234
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262163
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653656
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10836
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61015
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24393
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08427
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44536
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36815
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9813
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.59821
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.79537
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.78686
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.78318
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.80113
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046632
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300856
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578686
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883584
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209612
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568252
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966125
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409821
Ú(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904978
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231703
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585227
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992952
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48277
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07705
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13465
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34257
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30311
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.31881
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.20039
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.17947
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2177
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.2155
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.21548
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4261
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43152
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44131
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034656
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287735
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564351
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867791
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191823
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54863
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944246
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388147
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877542
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202116
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553201
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934216
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35905
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9155
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1825
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2407
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23803
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.07409
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.0958
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.03101
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.12338
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.14497
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.09937
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10131
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.10542
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11169
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.12022
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.13586
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022626
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274623
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549985
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852019
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174127
è(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529013
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9225
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368659
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850901
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173381
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522149
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90055
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31231
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83716
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22766
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13978
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17286
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.96542
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.21834
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93733
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.28122
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.32044
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00593
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.00779
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.01179
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.01793
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.02818
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.04228
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010629
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261562
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535666
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836282
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156504
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509553
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900836
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349174
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825041
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145509
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492046
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867912
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27682
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94298
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23186
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.99959
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10763
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.86098
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.11493
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.84021
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.43008
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 11.42047
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.91614
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.91793
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.92181
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.92804
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.93977
(396.71, 14.11, 247.04) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.95367
Û(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998603
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248456
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521334
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820498
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138926
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490103
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882913
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329712
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799978
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11854
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462896
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836307
(396.71, 14.11, 247.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24246
