¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 17.35699
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77528
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06922
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00643
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09163
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282763
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522914
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783545
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067307
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377353
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685356
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964704
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26677
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594449
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950943
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340204
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767347
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21378
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37361
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54057
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71514
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89771
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08887
´(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28906
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4989
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71903
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95012
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19293
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44828
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71298
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39206
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37784
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280172
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52013
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780543
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064008
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373731
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691487
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971308
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273912
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602194
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959375
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349413
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776951
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12792
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2912
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45555
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6269
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80612
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99363
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18999
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39575
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61151
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.838
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07585
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32594
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58911
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30303
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2897
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277654
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517403
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77755
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060771
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370172
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679711
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978353
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281555
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610443
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968366
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359255
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787741
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04473
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2051
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37272
¹(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54294
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71914
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90348
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09644
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29864
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51063
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73302
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96659
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21205
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51607
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10313
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05931
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275146
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514674
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774624
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057555
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359918
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667806
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98582
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289643
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619225
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977917
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369677
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799196
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964375
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12195
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28666
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45886
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63527
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81656
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00631
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20508
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41344
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63198
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86143
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1025
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45261
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01937
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83909
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91326
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272748
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512061
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771764
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05446
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349193
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656149
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991494
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29822
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628521
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988035
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380722
¹(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738432
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886775
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04169
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20357
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37283
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54982
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73278
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91946
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11497
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31984
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53471
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76022
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9971
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39211
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95325
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62845
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66903
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270356
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50948
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768969
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051399
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338711
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644714
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978953
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307209
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638316
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998686
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392361
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665907
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811808
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964195
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1234
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28978
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4638
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64592
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83581
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02817
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22974
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44109
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66284
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89576
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33445
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89027
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50128
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43584
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268029
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506929
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766211
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048097
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328403
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633491
´(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966712
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316734
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648595
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009934
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404658
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59584
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73945
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8894
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04599
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20971
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38083
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55992
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74745
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9439
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.143
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.351
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56919
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79827
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27964
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83039
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43564
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21313
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265726
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504468
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763533
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038815
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318345
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622515
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954702
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318845
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659449
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021707
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392683
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528218
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669603
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817201
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971361
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13242
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30084
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47703
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66144
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85463
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05714
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26431
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47909
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72852
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22757
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77354
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37332
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03504
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263505
µ(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502055
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760892
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029705
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308472
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611763
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942952
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305953
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670776
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03405
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329421
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46292
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602165
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747565
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89935
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05795
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22372
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3971
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5786
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76864
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96786
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17678
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39249
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68312
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17819
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71966
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31156
