¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¯(428.81, 14.34, 320.73) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 18.59095
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53092
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39738
æ(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62082
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237545
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48587
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756158
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043906
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358474
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704024
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085278
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50798
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.979168
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507564
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10414
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45914
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28589
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1981
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25966
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44412
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84439
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50099
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28107
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55475
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4686
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228762
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476327
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745755
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033771
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347369
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691801
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071763
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492962
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.962383
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.488687
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71519
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43318
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25686
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16803
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22449
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40869
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.69427
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.7849
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.87982
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.97916
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41917
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22001
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466817
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735389
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023708
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33634
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679666
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05835
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.478057
’(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.945729
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469962
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69263
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40744
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22719
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13832
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18976
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37392
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.32586
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.29459
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.27488
(428.81, 14.34, 320.73) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 16.36646
(428.81, 14.34, 320.73) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 17.95488
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211288
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457345
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725064
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013715
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325391
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667619
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045038
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.463268
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.929207
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.451388
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67031
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38192
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19782
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10902
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15551
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33982
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 15.557
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 15.63389
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 15.71462
(428.81, 14.34, 320.73) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 18.05868
(428.81, 14.34, 320.73) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 18.1129
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202602
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447911
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714784
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003795
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314522
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655663
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031826
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448593
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.912818
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02465
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64809
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35666
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1687
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08007
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11619
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 14.98097
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 15.04851
¦(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 15.11961
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 15.19437
(428.81, 14.34, 320.73) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 18.30187
(428.81, 14.34, 320.73) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 18.35784
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.78188
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.73223
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.68759
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.6479
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.61313
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.58325
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.55822
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193952
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438516
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704547
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993948
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303735
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643799
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018719
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.43404
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896564
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00527
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62616
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33159
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13984
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05157
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07399
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 14.88596
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 14.85442
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 14.82591
(428.81, 14.34, 320.73) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 14.80038
(428.81, 14.34, 320.73) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 18.55528
(428.81, 14.34, 320.73) (430.03, 7.20, 289.32) (1.42, 0.85, 0.98) Fence 18.61308
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.9439
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89701
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.85494
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.81765
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7851
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.75727
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.73412
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185339
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429163
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69436
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983794
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293035
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63203
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005717
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419603
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437494
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985997
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60438
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30674
©(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11129
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02245
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03238
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 14.17369
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 14.20996
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 14.2492
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 14.29145
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52502
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21426
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.16514
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12073
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08098
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04585
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0153
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98931
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.96786
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176764
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419854
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684218
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972707
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282418
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620357
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992823
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.405291
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420502
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966904
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58279
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28217
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08302
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98721
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99136
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.88797
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.92226
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.95946
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.99958
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49995
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48641
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4397
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39754
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3599
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32672
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29799
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27366
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25372
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.16823
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41059
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.674129
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.961679
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271888
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60878
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980039
Ä(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917479
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403706
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948023
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56141
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25778
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05501
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9525
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.58636
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.61603
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.64849
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.68379
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.72194
(428.81, 14.34, 320.73) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.0145
(428.81, 14.34, 320.73) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 18.99846
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76246
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72235
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68662
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65522
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.62813
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.6053
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.58673
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159806
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401371
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66409
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950706
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261445
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597303
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967365
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902541
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387015
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929302
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54027
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23368
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.024
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9183
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.50806
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.47769
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.45007
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.42518
(428.81, 14.34, 320.73) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 13.45759
(428.81, 14.34, 320.73) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.05184
(428.81, 14.34, 320.73) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 19.08507
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.1289
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.09068
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.05669
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.02691
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.00131
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.97985
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.96251
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151484
(428.81, 14.34, 320.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392201
