¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(405.83, 14.26, 243.74) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.842657
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003191
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666542
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938334
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233772
Á(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912112
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303891
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738338
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222624
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765798
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36436
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0308
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79127
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.41443
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.38909
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.36608
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.75247
(405.83, 14.26, 243.74) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 15.40813
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68189
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20275
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91923
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89314
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783187
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006381
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670224
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944076
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240054
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563897
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919702
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312325
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74768
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233084
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777547
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37555
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0435
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80581
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.41343
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.3881
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.36508
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.75219
(405.83, 14.26, 243.74) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 14.74509
(405.83, 14.26, 243.74) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 16.35931
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20969
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91541
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86838
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786166
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41495
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673978
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949953
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246474
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570924
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927437
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320851
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75717
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243695
Ú(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789495
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38705
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05655
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82081
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.41466
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.38932
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.36631
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.75412
(405.83, 14.26, 243.74) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.38566
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.3243
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.31931
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.46367
(405.83, 14.26, 243.74) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 22.69889
(405.83, 14.26, 243.74) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 22.52953
(405.83, 14.26, 243.74) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 22.45345
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78918
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41843
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677756
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955934
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252994
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578073
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935291
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329554
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766865
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254537
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801658
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39888
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83615
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.41812
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39277
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.36975
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.75827
(405.83, 14.26, 243.74) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.6806
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.28277
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.18537
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.1831
(405.83, 14.26, 243.74) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 22.6413
(405.83, 14.26, 243.74) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 22.8583
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182885
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421976
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681609
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962009
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259603
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585339
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943283
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338416
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776691
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265511
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814026
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41422
â(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08374
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85158
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.42381
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39845
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.37542
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.76463
(405.83, 14.26, 243.74) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.49725
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.59737
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.38746
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.36825
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74226
(405.83, 14.26, 243.74) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 22.84941
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186172
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425532
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685497
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968188
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266345
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592718
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951439
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347399
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78669
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276682
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826569
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43232
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10117
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86548
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.43175
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.40637
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.38331
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.77322
(405.83, 14.26, 243.74) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 15.48334
(405.83, 14.26, 243.74) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 15.44615
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.70727
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.68747
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70844
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189537
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429125
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689414
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973077
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273196
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600229
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959678
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356549
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796865
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288062
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839388
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45079
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12211
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88319
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.44193
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.41652
á(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39345
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.78404
(405.83, 14.26, 243.74) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 16.61685
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.2104
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.19665
(405.83, 14.26, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 15.0242
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67799
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192887
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4328
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693399
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97741
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280159
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607855
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968073
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365829
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807171
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299595
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852375
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46959
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14347
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90525
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.45436
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.42893
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.40583
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.79711
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.06997
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.0538
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.27715
(405.83, 14.26, 243.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.86063
(405.83, 14.26, 243.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 15.00243
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196292
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436503
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697405
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981781
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287216
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615604
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976595
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375257
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817647
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311333
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865596
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48872
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16525
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9278
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.46907
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.4436
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.42047
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.81243
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.11363
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.93145
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 12.91249
â(405.83, 14.26, 243.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.65626
(405.83, 14.26, 243.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.65733
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199745
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440226
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701453
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986224
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294363
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623428
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985233
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384808
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828319
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323241
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879013
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50741
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18741
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95091
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.48606
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.46055
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.43738
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.83002
(405.83, 14.26, 243.74) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 15.47413
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.15765
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.13828
(405.83, 14.26, 243.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.86369
(405.83, 14.26, 243.74) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 14.84838
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20321
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443959
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705559
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990689
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30162
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631413
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994038
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394514
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839093
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33534
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89265
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52286
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21
(405.83, 14.26, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97456
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.50535
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.4798
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.45658
(405.83, 14.26, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.8499
(405.83, 14.26, 243.74) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 14.53952
(405.83, 14.26, 243.74) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.39457
