¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(325.81, 6.88, 332.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69163
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914814
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240633
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596123
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985503
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403774
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847359
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33263
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87041
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42419
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90344
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42714
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10542
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80004
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57543
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81494
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54128
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27381
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485398
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7343
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004504
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295911
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597644
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918203
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24427
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600136
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989931
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408225
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856305
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3425
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88138
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47095
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95432
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48274
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23312
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95907
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75317
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7003
ƒ(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50851
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49942
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481806
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73045
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000299
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291373
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592646
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921514
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248241
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604467
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994666
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413158
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865785
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35297
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.893
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49483
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00687
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54016
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36179
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12334
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89671
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57276
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79946
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67893
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.478276
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726597
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996144
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286947
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587849
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916307
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252519
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609118
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999797
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418542
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875837
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36406
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9053
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50855
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0611
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59947
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49342
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2931
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03151
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44589
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20038
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8401
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474777
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722825
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992035
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282692
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583195
ˆ(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911191
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257106
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614146
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005267
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424321
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882544
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37575
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91827
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52303
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11705
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66066
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62805
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46856
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17085
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31961
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66063
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471339
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719075
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987973
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278546
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578681
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906251
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261974
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619441
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011082
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43056
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889428
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38801
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93191
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53826
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17477
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7238
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76589
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64996
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31491
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19401
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21249
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467957
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715431
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984013
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274537
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574334
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901484
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259893
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625093
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017301
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437231
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896808
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40089
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94622
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55423
†(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2342
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78891
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90693
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83073
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46382
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15671
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62657
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461354
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711833
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980065
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270691
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570122
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896917
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254836
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631074
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02384
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444338
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904626
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41423
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96122
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57101
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25514
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85601
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05124
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9721
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61784
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32511
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74083
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453015
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70828
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976185
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266919
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566072
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892458
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249989
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637358
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030731
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451915
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912974
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42347
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97688
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58852
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27485
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94191
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19895
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11815
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77706
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49939
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75105
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444657
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704768
‚(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9724
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263333
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562151
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888164
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245286
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638016
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038038
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459905
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92183
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43324
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99325
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6068
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29543
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06717
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35015
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26294
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92746
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65594
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79371
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436302
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695727
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968645
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259679
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558357
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884092
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240785
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633065
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045644
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468343
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931141
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4436
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0103
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62582
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31684
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16849
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43263
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38662
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06241
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82969
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83859
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427976
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686675
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964952
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255668
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554775
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880116
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236454
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6283
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053648
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477261
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940936
¡(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45448
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01947
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64566
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33915
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22983
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50653
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51428
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20182
(325.92, 6.88, 332.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17996
(325.92, 6.88, 332.35) (330.80, 1.75, 297.26) (0.81, 2.16, 0.81) Human 20.19972
(325.92, 6.88, 332.35) (330.80, 1.75, 297.26) (0.81, 2.16, 0.81) Human 20.02847
