¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ü(419.02, 13.65, 325.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55945
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.288775
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.371608
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.492972
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.673109
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.936219
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69671
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04287
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4149
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95178
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9849
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71863
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71034
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7065
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.70707
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71791
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72735
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74123
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75957
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78238
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.949072
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.985942
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.037349
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.10597
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.178397
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.254933
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.335912
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.470568
ğ(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.648257
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.058973
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58969
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92916
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29155
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67922
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53492
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5335
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52501
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52092
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52121
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53169
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54077
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.55427
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57218
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59453
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.91584
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.95171
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.009079
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.076281
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.147181
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.22207
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.301269
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.448516
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.623813
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21963
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48585
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81883
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17416
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55403
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11326
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20042
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34694
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34262
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34265
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35278
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36153
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37465
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39216
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.883685
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.919085
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.98158
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.047417
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.116849
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.190154
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.270321
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.426812
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.599771
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14531
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40301
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71183
î(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06034
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43276
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93948
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73651
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.1759
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17135
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.17114
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.18094
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.18938
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.20215
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.21927
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.852566
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.89356
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.95483
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.019352
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.087371
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.159153
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.250934
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.405454
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.576128
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07323
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32733
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60798
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94998
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31524
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80336
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42887
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49176
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00691
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00646
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.01595
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02408
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03652
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05327
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07435
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.822447
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.868718
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.928807
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.992063
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.058722
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.129041
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.231845
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.384436
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.552877
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.943604
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25402
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51867
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84301
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20136
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66008
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30695
í(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96055
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84907
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.84839
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.85758
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.86543
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.87755
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.89396
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.79329
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.844539
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.90349
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.965527
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.030876
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.099788
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.213051
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.363756
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.560195
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.857285
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.989429
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4441
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73925
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09097
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52092
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18847
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.69762
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.69673
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.70564
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71322
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.72504
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74111
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.76596
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.821006
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.87886
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.939721
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.00381
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.071368
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.194549
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.343408
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.646417
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.781303
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.909762
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 6.045265
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.644
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98404
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38578
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06716
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7033
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39987
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.5513
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.55995
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.56727
ş(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.5788
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.59455
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.744045
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.798101
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.854897
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.914626
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.977501
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.043755
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.176337
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.323391
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.734488
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.707946
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.832899
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.964632
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 6.194771
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88038
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25452
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92083
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58037
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.264
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.40663
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.40952
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.41659
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.43864
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.4541
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.722706
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.775807
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.831583
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.890221
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.951927
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.025928
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.158412
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.303701
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.538644
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.637101
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.758712
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.886859
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 6.128439
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77995
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13583
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77883
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46109
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13223
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.27314
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.27583
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.28267
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.70193
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.754109
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.8089
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.866487
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.927067
ş(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.009795
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.140771
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.284334
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.463524
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.568663
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.687092
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.817912
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 6.064007
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7075
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03229
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.641
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34532
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00449
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.14536
(419.09, 13.67, 325.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.14786
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.6817
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.732989
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.786833
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.843405
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.902899
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 2.99391
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.123411
(419.09, 13.67, 325.72) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.265285
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.392816
(419.09, 13.67, 325.72) (414.86, 8.53, 304.60) (3.44, 2.50, 3.37) Tools 5.502535
