¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (413.77, 14.32, 249.82) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 6.856071
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9544
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6124
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39863
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28181
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.52704
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.83374
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.63796
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.94607
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.00268
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90447
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505163
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782214
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085371
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418422
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780903
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174553
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61189
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106488
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668068
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30561
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98116
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64253
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44276
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14171
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81477
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.72044
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.97065
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.941
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.91437
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.89073
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.87006
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.85234
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.83756
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.82569
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81672
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81065
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80747
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.80718
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487481
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762883
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064178
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395083
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754402
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145181
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580702
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075639
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633183
Î(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26583
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98971
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67313
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40988
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00552
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66403
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.60863
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.87611
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84668
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.82025
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.79679
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.77628
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.7587
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.74404
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.73227
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72339
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71739
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.71426
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.714
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471756
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743582
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04304
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371801
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728032
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115994
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553317
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044899
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598426
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22628
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94424
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70673
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28961
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87317
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51767
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.80408
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.81697
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.82829
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.84253
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8597
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.8798
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.90288
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.92894
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.95801
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.99012
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.02531
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.0636
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.10505
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456498
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725642
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021924
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348592
¼(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701837
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089426
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526028
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014275
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56385
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18685
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89898
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66595
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17258
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74446
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37553
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.2903
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.08005
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.22482
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.03452
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.87418
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441324
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709069
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001439
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325428
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675735
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065028
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498806
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983774
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529382
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14765
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85399
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60747
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07187
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61935
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23746
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02888
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.94582
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.0523
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.80471
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.55305
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426149
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692524
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983352
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302377
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652893
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040747
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471733
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953372
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495058
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10864
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80921
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55058
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.61535
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51037
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10334
Â(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67711
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.38864
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.88281
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.57958
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.23972
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411035
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676001
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965277
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282254
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631009
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016503
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444743
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923109
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460951
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06981
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76471
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4952
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.54669
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44511
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9855
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33799
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7863
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.71629
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.35905
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.93396
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.33233
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.31829
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395907
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65957
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947319
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262491
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609233
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992341
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417828
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89299
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426947
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0312
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72044
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44135
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.48057
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.65403
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91632
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01096
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54489
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.68
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.143
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.46269
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.26714
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.4434
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52805
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.5279
Ğ(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380835
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643136
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929347
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242802
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5875
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968292
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391038
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862988
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393139
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992805
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67646
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38897
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.41693
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.58829
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84911
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95068
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32438
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.40016
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57397
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.86562
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.61268
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.7212
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.92672
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4589
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4474
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43969
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43579
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43566
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365804
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626778
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911452
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223162
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565869
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944347
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36439
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833138
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359528
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954607
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63277
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33808
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.48975
(413.47, 14.29, 249.77) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 11.80319
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.932
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10903
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10877
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42456
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.48549
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.45489
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.42818
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40532
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40113
Ã(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4531
(413.47, 14.29, 249.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.50917
