¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(420.53, 14.88, 246.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94355
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.108577
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.202337
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.808663
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.10151
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.07505
(420.53, 14.88, 246.66) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.23953
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.37015
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.85531
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.41191
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.382092
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.353639
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.326516
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.300697
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.276149
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.252848
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.230767
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.209881
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.19017
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.171611
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.154187
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.137877
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.122666
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.108538
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.095478
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.083474
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.072512
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.062582
 (420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.214458
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.823795
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.11233
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.08586
(420.53, 14.88, 246.66) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.31947
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.58906
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.07731
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.364221
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.334691
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.306514
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.279656
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.254088
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.229781
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.206708
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.184845
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.164166
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.144651
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.126278
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.10903
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.092885
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.07783
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.063848
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.050924
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.039047
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.028202
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.018381
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.227012
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.839477
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.12691
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.10041
(420.53, 14.88, 246.66) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.02571
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.81681
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 21.79576
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.318406
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.289154
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.26124
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.234636
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.20931
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.185233
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.16238
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.140725
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.120245
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.100918
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.082724
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.065643
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.049657
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.034751
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.020909
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.008115
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.996358
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.985627
  (420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.97591
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.240003
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.855712
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.168339
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.11872
(420.53, 14.88, 246.66) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.50359
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.05377
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.03094
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.274399
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.245411
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.217752
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.191391
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.166296
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.142441
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.119798
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.098343
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.078054
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.058907
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.040884
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.023964
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.008131
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.993367
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.979659
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.966991
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.95535
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.944726
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.935108
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.253433
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.872508
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.148673
(420.53, 14.88, 246.66) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.14081
(420.53, 14.88, 246.66) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 23.00727
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.30032
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.27702
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.232139
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.203406
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.17599
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.149862
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.124989
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.101346
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.078905
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.057642
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.037534
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.018561
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.000701
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.983936
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.968248
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.953622
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.940042
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.927493
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.915965
 (420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.905444
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.895921
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.267308
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.88987
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.130504
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.210903
(420.53, 14.88, 246.66) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 23.5387
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.55691
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.53308
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.191566
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.163077
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.135896
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.10999
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.08533
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.06189
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.039642
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.018564
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.998631
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.979823
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.962121
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.945504
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.929956
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.91546
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.902002
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.889569
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.878147
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.867725
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.858293
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.281631
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.907803
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.131265
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.243749
(420.53, 14.88, 246.66) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.18358
(420.53, 14.88, 246.66) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.15226
(420.53, 14.88, 246.66) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.79961
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.152627
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.124373
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.097415
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.071723
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.047267
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.024022
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.001959
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.981058
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.961292
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.942644
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.925091
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.908616
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.893201
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.878831
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.865491
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.853167
™ (420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.841848
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.83152
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.822175
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.296404
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.926312
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.156652
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.277716
(420.53, 14.88, 246.66) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.15946
(420.53, 14.88, 246.66) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 19.27975
(420.53, 14.88, 246.66) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 21.82839
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.11527
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.08724
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.060497
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.035009
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.01075
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.98769
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.965806
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.945073
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.925467
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.906971
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.889562
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.873223
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.857936
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.843687
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.83046
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.818241
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.807019
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.796782
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.800808
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.311634
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.945407
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.182863
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.312827
(420.53, 14.88, 246.66) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 22.7514
(420.53, 14.88, 246.66) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 21.07557
(420.53, 14.88, 246.66) (394.08, 7.90, 265.47) (2.11, 0.84, 3.83) Tools 20.93824
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.120106
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.08611
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.053542
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.022361
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.992529
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.964013
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.936776
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.910789
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.891111
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.87276
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.855489
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.83928
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.824116
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.809981
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.796862
Ÿ (420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.784744
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.773616
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.763466
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.813605
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.327322
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.965091
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 7.209908
(420.53, 14.88, 246.66) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 8.349097
(420.53, 14.88, 246.66) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 23.35061
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.277868
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.242552
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.208714
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.176313
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.145309
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.115667
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.08735
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.060325
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.034563
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 5.010033
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.986708
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.964564
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.943574
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.923717
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.904971
(420.53, 14.88, 246.66) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 4.887317
