¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(394.88, 14.81, 307.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28307
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10839
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56813
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96316
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34825
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76152
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08159
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37987
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72708
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09559
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51052
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02968
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93662
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90442
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357821
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612761
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893414
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200401
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537572
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896797
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287992
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733978
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184298
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614817
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09434
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64259
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06154
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51719
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93295
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31601
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72703
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01712
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60382
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96552
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34985
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83781
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70808
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62369
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.85183
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.85918
»(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.86547
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357103
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610526
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890206
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196898
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533722
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893882
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284801
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732603
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189428
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620458
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09598
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60062
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01605
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46776
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9044
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28553
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68344
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95432
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23663
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5306
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84064
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2174
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6533
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45163
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40473
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.63834
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.64564
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.65189
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356414
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609747
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887006
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193398
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52986
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891004
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283583
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731249
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194954
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626531
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1027
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55987
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97196
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41986
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87742
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25675
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62587
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89414
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17596
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46714
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77423
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09841
É(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48378
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20592
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19437
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.43322
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.44046
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.44666
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.54879
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.540674
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.533468
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.580234
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525987
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888172
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282312
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729864
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200883
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633036
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10989
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54314
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92922
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37343
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8521
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22972
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57074
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83656
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1165
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40655
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71075
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03189
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37131
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97039
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.992
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85103
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.24335
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.24951
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.535901
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.527766
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.52054
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.579657
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522102
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88543
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281111
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728503
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20719
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63998
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11758
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53548
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89764
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32849
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80874
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20436
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51804
Â(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78152
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05894
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34872
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6502
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96844
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3047
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77016
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73442
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69993
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.04286
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.04898
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.5239
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.515748
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.508503
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.579083
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518164
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882685
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279926
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727127
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213905
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64735
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12568
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52589
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89054
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28495
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76137
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18072
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46773
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.729
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00405
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29359
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59252
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.908
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24127
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69037
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48784
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4914
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.8612
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.91557
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.512775
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.504609
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.497347
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.578513
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514278
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278716
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725801
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220968
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655128
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12697
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51296
Ì(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88457
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27382
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71551
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15869
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41973
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67891
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95168
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23909
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53766
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85047
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18092
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64507
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34337
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29113
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.68684
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69288
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.502516
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.494336
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.487058
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.577946
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512261
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877376
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277496
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724486
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22435
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663345
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11587
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50099
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87973
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26861
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68867
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1295
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37408
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63122
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90186
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18697
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48551
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79588
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12367
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6042
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26283
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06347
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51957
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52558
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.493114
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.484922
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.47763
(394.89, 14.74, 307.49) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.577384
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511295
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874822
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27633
Ë(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723153
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222896
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672014
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10564
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48992
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87598
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26458
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68434
(394.89, 14.74, 307.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08474
