°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(424.51, 14.77, 251.85) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 14.40863
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.43634
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.43622
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.43376
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.44541
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791533
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980686
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183849
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402619
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607677
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832533
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076043
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338999
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623838
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939694
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341184
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629264
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924068
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241605
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873403
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46169
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65703
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86192
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07707
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30316
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54096
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79132
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03889
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95508
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.35055
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.35042
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.35348
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.35973
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783775
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97238
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174922
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391997
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596491
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811734
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051215
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312232
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594822
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901776
Ω(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290952
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578751
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86989
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18336
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668401
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36793
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55956
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76052
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97148
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19309
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42612
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67135
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92974
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20228
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37123
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.26867
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.27171
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.27792
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776196
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964276
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166218
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380452
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585711
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800202
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030594
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286085
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566495
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871005
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241689
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529652
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817251
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126842
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27192
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46546
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66269
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86965
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08699
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31546
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55585
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80899
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0759
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20803
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19087
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.19389
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.20006
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768851
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956377
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157726
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369257
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574974
æ(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789142
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018677
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265784
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53884
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841016
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193404
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481915
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766197
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071962
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401745
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05031
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37472
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56835
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77149
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98474
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20885
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4446
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69279
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95433
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1649
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11694
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.11993
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.12608
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761667
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948682
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149489
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35843
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563416
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778464
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007255
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253479
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519188
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811717
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146031
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435628
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716592
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01872
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344454
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838366
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28718
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47737
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67684
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88621
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10619
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33746
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58091
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83737
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10789
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.04679
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.04977
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.05588
ª(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.754696
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941221
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141471
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347979
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552251
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768263
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996308
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241702
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506453
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792885
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107034
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390679
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668475
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967126
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288943
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636675
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20271
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38961
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58561
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79126
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00725
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23434
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47321
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72485
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99016
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.98036
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.98331
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.98939
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747952
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93399
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133683
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337875
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54143
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758485
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985816
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230424
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494292
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779739
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089411
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342448
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62179
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917051
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235099
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578631
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12124
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.305
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49764
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69977
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91195
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13501
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36958
®(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61655
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87691
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.91756
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.9205
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.92655
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741364
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926925
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126128
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328172
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531044
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748696
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975781
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219647
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48268
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767169
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075798
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256458
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5543
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868535
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182919
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52241
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01713
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22343
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41289
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61157
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82019
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03936
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26984
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51241
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76799
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.85833
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86126
(424.51, 14.77, 251.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.86728
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551379
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769344
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006343
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26492
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.548098
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859488
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203446
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12684
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583192
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095747
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675385
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31536
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06241
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9562
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12723
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16795
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06219
(424.31, 14.77, 252.04) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.40841
˚(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551027
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768961
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005927
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264464
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547597
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858935
(424.31, 14.77, 252.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202835
