¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
û(442.71, 14.35, 259.84) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 9.75115
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446517
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.927168
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.464542
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07694
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75706
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52795
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41326
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44871
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67574
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14328
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84682
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.8062
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.21076
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.07505
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.06336
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.1298
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.71898
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.70455
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.69397
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.68725
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.68436
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178601
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423023
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.686309
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977513
é(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293969
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641994
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030594
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465451
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.948395
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.488797
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10452
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78687
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56162
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45241
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49478
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73073
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20546
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9208
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88868
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.31468
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.02279
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.0514
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.36617
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.67524
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.66086
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.65033
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.64363
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.64077
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187775
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433395
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697764
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.990047
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307838
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657581
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047874
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.484486
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96974
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513192
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13228
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81695
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59562
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49196
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54134
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78635
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2685
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.99596
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97277
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42073
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 21.56303
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 21.23894
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.26617
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.177
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.09252
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 20.01262
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 19.93723
º(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196953
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44383
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709264
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002632
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321795
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.673239
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065239
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503616
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991198
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.537727
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1602
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84729
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62995
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53191
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58841
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8426
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33239
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07229
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.05849
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.52895
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 23.69072
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 23.66881
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 22.49359
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 22.38889
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 22.28949
(442.64, 14.37, 260.81) (436.58, 8.89, 300.69) (2.77, 2.98, 8.31) Truck 22.19527
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206137
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454327
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720812
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015265
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335836
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.688968
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.082687
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52284
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012769
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562398
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18829
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87788
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66461
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57226
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63597
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89948
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39716
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14883
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14583
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.63935
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215322
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464882
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7324
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02795
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34996
¯(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704762
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10021
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.542154
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034445
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587198
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21586
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90873
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69959
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.61301
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68402
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95699
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.4628
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.2224
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23484
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.7751
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224508
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475498
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744029
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040682
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364166
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720621
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11781
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561557
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056228
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.612129
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24305
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93983
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73489
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65415
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73257
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01512
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50117
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28851
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42839
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09566
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233691
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486167
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755697
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053457
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378448
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736543
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135482
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.581043
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07811
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.637183
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27044
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97118
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77051
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69567
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6368
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00928
î(442.64, 14.37, 260.81) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 15.10884
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36731
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52583
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2081
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.24287
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496894
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7674
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066274
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392809
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752522
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153222
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60061
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100089
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662355
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29805
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00277
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53908
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.528
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68939
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07235
(442.64, 14.37, 260.81) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 15.10055
(442.64, 14.37, 260.81) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 15.07412
(442.64, 14.37, 260.81) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 15.05072
(442.64, 14.37, 260.81) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 15.03032
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252046
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507671
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779139
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079132
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407246
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768556
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171028
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620255
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.122161
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.687644
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32585
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72032
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57755
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57292
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74247
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13605
(442.64, 14.37, 260.81) (439.84, 7.42, 292.48) (0.48, 0.85, 1.34) Fence 15.74604
(442.64, 14.37, 260.81) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 16.85478
(442.64, 14.37, 260.81) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 16.82946
(442.64, 14.37, 260.81) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 16.80748
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261212
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518502
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790907
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092025
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421751
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784646
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188899
¡(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639973
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144321
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713043
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0039
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75394
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61635
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61824
(442.64, 14.37, 260.81) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.82858
(442.64, 14.37, 260.81) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 13.30338
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78683
(442.64, 14.37, 260.81) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 16.99573
(442.64, 14.37, 260.81) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 17.3586
(442.64, 14.37, 260.81) (440.10, 7.42, 294.25) (0.59, 0.85, 1.38) Fence 17.74083
(442.64, 14.37, 260.81) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 19.93269
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27037
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529381
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802707
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104954
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436328
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.800784
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20683
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659762
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16657
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36994
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03348
(442.64, 14.37, 260.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78783
(442.64, 14.37, 260.81) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 11.30959
(442.64, 14.37, 260.81) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 11.33374
(442.64, 14.37, 260.81) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 11.36021
(442.64, 14.37, 260.81) (440.48, 7.42, 290.05) (0.56, 0.85, 1.37) Fence 12.66435
