¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ä(429.84, 10.71, 354.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99393
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220135
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394682
º(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594556
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810964
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046017
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302134
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575128
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879079
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231592
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638056
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094595
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678981
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33003
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13608
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13592
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50233
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40411
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54882
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.902888
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052874
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213394
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388111
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587444
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803245
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037631
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293004
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568383
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873005
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230702
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63708
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094414
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682068
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336115
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14653
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20475
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5893
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39309
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46336
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897166
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046784
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206826
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381728
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580536
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795799
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029517
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284165
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561975
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867226
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230083
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636397
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096642
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684647
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342466
¸(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15718
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27445
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67754
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38405
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38051
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.891647
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040912
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20055
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375555
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573845
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788556
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021662
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275594
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553247
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865816
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229741
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635996
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099049
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687427
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349157
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16809
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34502
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76697
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37693
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3002
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.886376
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.035236
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194504
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369554
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567418
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781546
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014052
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267329
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544153
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865718
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229651
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635869
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101619
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690369
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356138
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19349
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41646
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85768
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37183
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22239
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88126
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.029789
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188662
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.36379
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56116
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774781
¹(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006718
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259299
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537341
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865849
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229796
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63606
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104342
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693546
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363424
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22932
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48881
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94963
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36867
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15355
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.876381
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.02455
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.183084
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.358192
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55514
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768257
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999598
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251566
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535345
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866226
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230244
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636497
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107265
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696922
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371647
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26538
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56201
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04911
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36746
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15222
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871678
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01956
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177769
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352831
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549308
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761944
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992767
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244107
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533567
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866817
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230885
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637279
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110348
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700488
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381636
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30169
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63207
µ(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18297
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36819
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25096
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.86717
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.014783
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.172607
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.347614
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543706
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755882
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986169
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241174
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532046
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866081
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231835
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638314
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113598
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704204
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399639
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33829
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69601
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31921
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37093
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.862921
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.010221
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.167767
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342605
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53831
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750051
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979848
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240011
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530749
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865125
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233023
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63965
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11702
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70818
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429771
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3751
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76003
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45783
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37559
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.85884
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005866
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.163122
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.337822
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.533135
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744446
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974229
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23905
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529672
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864366
·(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234472
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641264
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120632
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712294
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452387
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41216
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82414
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71282
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53768
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.85495
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00175
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.158708
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333219
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528168
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739065
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973544
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238274
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528831
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863824
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236152
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643207
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124401
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716656
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474885
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44945
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88834
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9792
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7576
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.851286
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.997834
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154524
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32884
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523439
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733927
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973051
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237699
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528254
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863503
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238158
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645391
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128328
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721313
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497267
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48696
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96979
(429.92, 10.74, 354.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25305
