¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú(406.54, 14.15, 247.25) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 8.936473
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346258
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53615
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741188
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967433
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20854
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471266
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760181
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075749
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423765
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.809546
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236958
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.718692
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252651
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.850298
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50671
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24655
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09021
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07165
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20013
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52598
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.002
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7013
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.65508
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.05372
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165709
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.341912
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531468
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736132
Å(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961404
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201988
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464121
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752085
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06685
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.413932
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79863
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225374
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705681
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.238478
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.834274
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48786
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22343
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06375
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04034
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16131
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47617
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9372
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61835
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53115
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.88675
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.16179
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33771
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526941
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731242
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955561
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195637
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457195
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744232
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058218
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404396
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788047
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214161
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693086
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224816
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81884
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46974
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20121
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03831
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01027
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12404
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.8168
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.78553
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.76028
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.73808
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.71891
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.70279
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.68946
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.67906
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157966
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.333652
í(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522572
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726521
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949903
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18949
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450492
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736624
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049856
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395159
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777798
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203314
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680907
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211663
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.803998
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45234
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17988
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01389
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98144
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.70243
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.61941
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.59868
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.58075
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.56536
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.55251
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.54216
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.5344
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.52908
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.154093
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.329741
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518356
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721968
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944393
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183544
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444009
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729261
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041765
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38622
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76788
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192838
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821183
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441771
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42096
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7284
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32676
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99049
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95384
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.64304
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.57269
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.55419
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.53843
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.52514
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.51437
—(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.50613
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.50033
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.49702
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.150342
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325972
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514297
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717584
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938856
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177801
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437748
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722141
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033942
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512193
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286845
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74016
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241651
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792835
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40709
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07298
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8324
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71756
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58534
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.68953
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.60959
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.59268
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.57876
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.56742
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.55859
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.55227
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.54848
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.5472
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.146714
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.322347
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.510395
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713369
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933468
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172261
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431708
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811282
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505152
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87207
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278392
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730722
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228944
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778522
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39391
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05803
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8153
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68944
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68583
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81744
š(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.77534
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.75972
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.75101
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.74527
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.74245
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.74264
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.74593
(406.54, 14.15, 247.25) (384.24, 8.19, 263.18) (0.81, 2.16, 0.81) Human 12.75232
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.143211
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318868
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506647
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709323
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928688
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166924
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863441
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166234
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498542
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864765
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270308
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721676
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216722
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764793
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38143
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04388
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79914
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66789
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66015
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78729
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05999
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71589
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.14941
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87909
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.99215
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64568
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.139832
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315534
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.503056
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.705446
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008827
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58158
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858187
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160501
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492222
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857782
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26255
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713062
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205009
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751594
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3693
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03056
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78386
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65023
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63576
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75875
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01751
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43506
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07456
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77785
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8569
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.46236
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.136577
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.312345
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499621
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089746
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323363
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576935
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853147
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154991
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486175
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851109
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255154
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704821
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193786
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738935
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35499
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01797
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76951
(406.54, 14.15, 247.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63365
