¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.15487
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57624
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54875
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71799
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.48973
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.44973
ñ(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.41258
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.37822
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.34664
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.3178
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.29167
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.26823
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.24744
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.22929
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 14.13884
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054173
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585044
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1829
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86258
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6454
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63938
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8206
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.62034
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.58002
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.54257
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.50796
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.47613
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.44708
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.42076
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.39715
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.37622
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.35797
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086172
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628597
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23235
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91914
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71797
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72952
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93617
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.75619
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.71554
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.67779
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.64289
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.61082
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.58154
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.55503
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.53125
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.51019
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.49181
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122047
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671799
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28136
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97524
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79012
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.819
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06388
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63082
Ğ(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45223
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57389
(379.02, 14.78, 303.19) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.50546
(379.02, 14.78, 303.19) (393.28, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 24.39083
(379.02, 14.78, 303.19) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 23.68606
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.64953
(379.02, 14.78, 303.19) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 13.63104
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160608
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714571
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32994
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03086
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86186
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90781
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19152
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7892
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91831
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74243
(379.02, 14.78, 303.19) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 22.2424
(379.02, 14.78, 303.19) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 23.38774
(379.02, 14.78, 303.19) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 23.6992
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198671
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756913
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37806
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08597
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93302
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99581
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31892
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9963
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18225
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91351
(379.02, 14.78, 303.19) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 22.69098
(379.02, 14.78, 303.19) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 23.8633
(379.02, 14.78, 303.19) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 23.95778
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236153
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798767
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42566
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1431
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00361
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08302
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44601
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22692
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36514
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0871
(379.02, 14.78, 303.19) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 22.43893
(379.02, 14.78, 303.19) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 23.63775
(379.02, 14.78, 303.19) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 24.2268
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.273032
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840111
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4727
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20313
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07363
×(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16929
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57275
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45951
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45703
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50779
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.6769
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.52116
(379.02, 14.78, 303.19) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 23.31594
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309334
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881002
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51924
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26252
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14293
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26891
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69899
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75276
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54002
(379.02, 14.78, 303.19) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 21.62336
(379.02, 14.78, 303.19) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 23.51147
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.65184
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.07059
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344997
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921287
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56516
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32125
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21155
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3759
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82458
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05251
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61385
(379.02, 14.78, 303.19) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 21.45483
(379.02, 14.78, 303.19) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 24.09439
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.78835
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.19873
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379954
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961041
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61045
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37929
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27939
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48184
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94944
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35408
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67834
(379.02, 14.78, 303.19) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 21.47701
(379.02, 14.78, 303.19) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 22.69166
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.93086
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.33518
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41423
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00016
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65506
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4366
Ú(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34643
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58653
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07493
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5222
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.46404
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.67818
(379.02, 14.78, 303.19) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 21.86342
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.07954
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.47743
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44786
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03869
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7023
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49305
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41249
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68992
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2138
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68036
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.36662
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 21.18853
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.12018
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.21402
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.18966
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480661
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07657
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75035
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5487
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47769
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79193
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35162
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83601
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87349
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.8789
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.96152
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.47132
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.35102
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512781
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11377
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79756
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60343
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54196
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89237
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4883
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98888
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01016
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 21.49375
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.24372
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.19362
(379.02, 14.78, 303.19) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.51914
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544088
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15026
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84398
ê(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65726
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61223
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99117
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.34878
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13886
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13024
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 22.15035
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.63062
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.18373
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.16921
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.15767
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574556
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18603
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8895
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71012
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68969
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08806
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.22242
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.51559
(379.02, 14.78, 303.19) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 20.47496
(379.02, 14.78, 303.19) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 20.68311
(379.02, 14.78, 303.19) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.97076
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.25525
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.09968
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.19913
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604238
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2211
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93411
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76194
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.766
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18316
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.29582
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.415
(379.02, 14.78, 303.19) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 20.42931
(379.02, 14.78, 303.19) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 20.36492
(379.02, 14.78, 303.19) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 23.53665
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.34124
(379.02, 14.78, 303.19) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 15.44579
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633013
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25538
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97775
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81277
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84081
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27623
