¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(388.93, 14.62, 306.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93608
¥ (389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54867
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49902
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69516
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10647
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 16.11888
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 16.09031
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 15.9925
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 15.96979
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.99977
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.98202
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.52029
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.72183
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.7144
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.71043
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.70991
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.71285
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.84149
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015752
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253846
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954298
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264259
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604731
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980273
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396545
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877228
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417117
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02904
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7329
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54623
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49556
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68971
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08523
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67347
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95122
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.41509
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.38973
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.36803
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.34995
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.51317
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.83665
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.82919
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.8252
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.82469
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.82765
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.60892
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010957
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248637
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953854
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263784
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604177
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979679
¡ (389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39591
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871029
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410744
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02649
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73064
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54365
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49251
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68382
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06354
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61915
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82843
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.80338
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.77753
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.7554
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.73697
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.72223
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.9565
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.949
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.94499
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 17.94448
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.73359
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.74073
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006179
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670103
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953396
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263264
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603614
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979084
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395244
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866277
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408922
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0244
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72823
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54084
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48926
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67298
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04145
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56499
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70892
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.21223
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.18585
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.16328
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.14449
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.12947
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.08153
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.07397
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 18.06995
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.8677
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.87102
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.87822
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409832
• (389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669693
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952919
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262758
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603058
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978432
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394567
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864575
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407005
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02219
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72574
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53791
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48582
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65773
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.019
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51313
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59255
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.64316
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.61623
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.5932
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.57402
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 19.5587
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.81264
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.01595
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.0115
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.01095
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.01431
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.02157
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409417
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66923
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952445
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262224
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602466
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977813
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393821
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862764
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404939
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.56184
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.65617
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.754301
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48216
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64234
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99596
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46583
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54396
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.43562
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.07037
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.04684
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.02728
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.01164
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.62775
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.16526
¦ (389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.16079
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.16025
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.16364
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.17097
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408962
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668772
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951912
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261691
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601849
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977122
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393054
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86089
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.975348
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.05517
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.138222
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.224625
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.314512
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.408018
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.505294
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47133
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.524
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.92406
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.55013
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.52609
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.5061
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.49014
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.76397
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 22.01156
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.31632
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.31578
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.31921
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408544
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66829
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95141
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2611
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601229
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976415
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392302
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.834366
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.804253
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.776049
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.749726
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.750859
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.830491
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.913335
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 9.242508
(389.69, 14.69, 306.93) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 10.74684
(389.69, 14.69, 306.93) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 11.35138
(389.69, 14.69, 306.93) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 12.81757
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.05758
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.033
œ (389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.01257
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 20.99627
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.27691
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.85801
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 22.88079
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 22.91202
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408075
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667799
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95087
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260511
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60059
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975691
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391479
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856769
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.833432
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.805136
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.778728
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.75418
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.731465
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.710565
(389.69, 14.69, 306.93) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 12.87448
(389.69, 14.69, 306.93) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 13.13051
(389.69, 14.69, 306.93) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 13.3996
(389.69, 14.69, 306.93) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 13.68268
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.22288
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.19684
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.549
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.53234
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.79274
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.79211
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.83191
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407607
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667284
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95029
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2599
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599912
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974972
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390685
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854592
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.864535
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.836143
(389.69, 14.69, 306.93) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 8.809645
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52079
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4657
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57622
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96794
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38932
(389.69, 14.69, 306.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47318
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 22.5681
(389.69, 14.69, 306.93) (426.17, 13.72, 302.37) (8.74, 12.49, 18.36) Truck 21.06481
