¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.286486
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.129036
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.265124
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.411377
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.568939
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.644769
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.706968
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.771799
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.839397
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.89677
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.886505
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.877234
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.868945
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.86163
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.794989
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.687871
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.586307
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.489908
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.671304
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.671592
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.457155
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.526312
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.59901
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.675498
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.340301
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.838442
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.95162
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.089569
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.222879
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.366055
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.503771
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.56112
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.62086
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.68311
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.748
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.786416
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.776408
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.767371
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.759293
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.752167
é(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.677717
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.575622
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.478742
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.386718
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.02039
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.703198
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.444417
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.512996
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.585072
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.660897
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.285227
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.872408
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.929178
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.051157
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.181795
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.322008
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.425959
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.481106
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.538539
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.598374
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.660727
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.68182
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.672056
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.663239
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.65536
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.648414
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.567007
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.469545
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.376992
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.289014
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.932079
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.736088
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.432064
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.500081
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.57156
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.646745
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.232288
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.907746
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.894128
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.013772
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.141833
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.279197
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.351439
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.404518
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.459787
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.517354
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.57733
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.582574
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.573038
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.56443
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.55674
ê(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.549963
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.462353
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.369176
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.280627
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.195489
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.84836
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.770308
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.420089
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.487567
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.558469
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.633035
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.181402
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.214511
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.92993
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.977382
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.102962
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.230904
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.280031
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.331164
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.3844
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.439838
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.497583
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.488308
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.478989
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.470578
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.463067
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.456448
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.363306
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.274096
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.189262
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.101265
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.805587
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.80591
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.408489
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.475446
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.545791
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.619761
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.141284
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.174381
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.968038
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.954203
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.065148
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.164188
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.211562
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.260866
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.312189
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.365623
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.408698
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.398684
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.38957
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.381345
í(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.374002
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.359422
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.269454
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.183927
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.102542
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.012079
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.842615
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.397554
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.463713
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.533521
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.606918
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.10321
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.135659
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.169538
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.993712
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.02836
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.100156
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.145878
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.193458
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.242979
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.29453
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.323197
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.313396
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.304475
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.296428
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.289244
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.266746
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.180433
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.098326
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.020151
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.927567
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.881133
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.123245
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.484389
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.521654
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.732929
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.066473
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.098302
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.131541
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.034811
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.021589
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.038671
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.082833
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.128786
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.176609
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.226386
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.241763
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.232162
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.223426
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.215547
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.208515
ì(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.17882
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.095904
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.016982
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.941799
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.921614
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.921204
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.088049
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.997547
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.578282
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.018876
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.031035
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.062273
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.094901
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.128958
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.164487
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.051733
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.040116
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.06671
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.112931
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.161035
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.164139
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.15473
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.146169
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.138449
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.131561
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.095316
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.015565
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.966429
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 3.964476
(372.55, 7.26, 352.22) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.412022
(372.55, 7.26, 352.22) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 8.200426
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.054552
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.965352
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.694717
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.976965
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.996859
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.027531
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.059574
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.093028
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.127934
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.25521
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.395736
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.073336
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.063309
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.098328
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.090088
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.080861
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.072466
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.064899
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.058147
(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.016105
å(372.55, 7.26, 352.22) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 4.012567
(372.55, 7.26, 352.22) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.025455
(372.55, 7.26, 352.22) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.100416
(372.55, 7.26, 352.22) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.333
(372.55, 7.26, 352.22) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 8.101553
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 4.022691
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.93472
(372.55, 7.26, 352.22) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 3.819744
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.936707
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.96391
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.994041
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.025527
(372.55, 7.26, 352.22) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.058403
